['a', 'b', 'a', 'b', 'a', 'b', 'a', 'c', 'b', 'd', 'a', 'd', 'c', 'b', 'a', 'b', 'a', 'b', 'c', 'c']
['a', 'a', 'a', 'a', 'a', 'a', 'c', 'b', 'd', 'b', 'c', 'b', 'b', 'b', 'd', 'b', 'd', 'c', 'c', 'c']
['a', 'b', 'a', 'b', 'a', 'b', 'c', 'd', 'a', 'b', 'd', 'b', 'd', 'c', 'd', 'b', 'b', 'b', 'd', 'd', 'c', 'd', 'd', 'd', 'b', 'd', 'a', 'c', 'c', 'a', 'd']
['a', 'a', 'a', 'a', 'a', 'c', 'a', 'c', 'b', 'c', 'a', 'b', 'a', 'd', 'd', 'c', 'a', 'a', 'c', 'd', 'c', 'b', 'a', 'a', 'a', 'c', 'a', 'b', 'b', 'a', 'b']
step,epoch,mean_loss,good_scores,bad_scores,diff
80,0,35.75579,-54.95846176147461,-57.27724838256836,2.31878662109375
81,0,38.304058,-54.95064163208008,-57.292572021484375,2.341930389404297
82,0,34.20484,-54.9426383972168,-57.30775833129883,2.3651199340820312
83,0,30.070042,-54.93403244018555,-57.322662353515625,2.388629913330078
84,0,37.681145,-54.92567443847656,-57.338436126708984,2.412761688232422
85,0,38.297504,-54.91682052612305,-57.35352325439453,2.4367027282714844
86,0,39.109657,-54.909332275390625,-57.369991302490234,2.4606590270996094
87,0,34.95438,-54.9031867980957,-57.387413024902344,2.4842262268066406
88,0,39.5498,-54.89664840698242,-57.404571533203125,2.507923126220703
89,0,36.837994,-54.88992691040039,-57.4211540222168,2.5312271118164062
90,0,28.235296,-54.88374328613281,-57.437767028808594,2.5540237426757812
91,0,29.836777,-54.877750396728516,-57.45393753051758,2.5761871337890625
92,0,36.13437,-54.873287200927734,-57.470733642578125,2.5974464416503906
93,0,33.8883,-54.869117736816406,-57.48775100708008,2.618633270263672
94,0,28.789194,-54.864601135253906,-57.50343322753906,2.6388320922851562
95,0,30.836195,-54.86087417602539,-57.52034378051758,2.6594696044921875
96,0,30.059708,-54.8562126159668,-57.536251068115234,2.6800384521484375
97,0,28.1073,-54.851783752441406,-57.55302810668945,2.701244354248047
98,0,39.594025,-54.847232818603516,-57.56916427612305,2.7219314575195312
99,0,31.070074,-54.84306335449219,-57.5850830078125,2.7420196533203125
100,0,30.192692,-54.83855056762695,-57.599483489990234,2.7609329223632812
101,0,33.77217,-54.83369827270508,-57.61444854736328,2.780750274658203
102,0,38.060413,-54.828548431396484,-57.62941360473633,2.8008651733398438
103,0,29.8591,-54.823612213134766,-57.643741607666016,2.82012939453125
104,0,39.57367,-54.81816101074219,-57.65729522705078,2.8391342163085938
105,0,35.000397,-54.81241226196289,-57.67136764526367,2.8589553833007812
106,0,26.777985,-54.80754852294922,-57.68656921386719,2.8790206909179688
107,0,32.129917,-54.80317687988281,-57.70204544067383,2.8988685607910156
108,0,39.255676,-54.798431396484375,-57.71796417236328,2.9195327758789062
109,0,38.05181,-54.79308319091797,-57.734107971191406,2.9410247802734375
110,0,35.37189,-54.786529541015625,-57.74955368041992,2.963024139404297
111,0,33.810436,-54.78065490722656,-57.765132904052734,2.984477996826172
112,0,28.434187,-54.77494812011719,-57.78091812133789,3.005970001220703
113,0,36.303806,-54.76985549926758,-57.79731369018555,3.0274581909179688
114,0,32.62931,-54.76476287841797,-57.81325149536133,3.0484886169433594
115,0,26.904245,-54.7601318359375,-57.82981872558594,3.0696868896484375
116,0,29.474976,-54.75617218017578,-57.84688949584961,3.090717315673828
117,0,39.02508,-54.75194549560547,-57.86361312866211,3.1116676330566406
118,0,31.340267,-54.74720001220703,-57.8798713684082,3.132671356201172
119,0,36.388138,-54.74262619018555,-57.89664840698242,3.154022216796875
120,0,37.663574,-54.73615646362305,-57.90998458862305,3.173828125
121,0,28.576782,-54.72882843017578,-57.92236328125,3.1935348510742188
122,0,36.895256,-54.720767974853516,-57.9339485168457,3.2131805419921875
123,0,29.359482,-54.713890075683594,-57.94697570800781,3.2330856323242188
124,0,34.870716,-54.70876693725586,-57.9599494934082,3.2511825561523438
125,0,38.018913,-54.70302200317383,-57.97288513183594,3.2698631286621094
126,0,37.521114,-54.69819641113281,-57.98721694946289,3.289020538330078
127,0,39.539387,-54.69325637817383,-58.001163482666016,3.3079071044921875
128,0,27.005594,-54.6885986328125,-58.015560150146484,3.3269615173339844
129,0,32.39802,-54.685062408447266,-58.029991149902344,3.344928741455078
130,0,38.00417,-54.68181228637695,-58.04291915893555,3.3611068725585938
131,0,31.308065,-54.678836822509766,-58.05543899536133,3.3766021728515625
132,0,27.98854,-54.67631530761719,-58.069114685058594,3.3927993774414062
133,0,27.10285,-54.67357635498047,-58.08234405517578,3.4087677001953125
134,0,37.65573,-54.67071533203125,-58.09619140625,3.42547607421875
135,0,39.277306,-54.66790771484375,-58.109432220458984,3.4415245056152344
136,0,39.44466,-54.66464614868164,-58.12258529663086,3.4579391479492188
137,0,29.922346,-54.6611328125,-58.134639739990234,3.4735069274902344
138,0,37.87059,-54.65644454956055,-58.14684295654297,3.490398406982422
139,0,26.80342,-54.65206527709961,-58.1597785949707,3.5077133178710938
140,0,27.141022,-54.6468620300293,-58.172176361083984,3.5253143310546875
141,0,32.545517,-54.64129638671875,-58.1834716796875,3.54217529296875
142,0,36.5378,-54.635440826416016,-58.19454574584961,3.5591049194335938
143,0,26.869549,-54.62990951538086,-58.20610809326172,3.5761985778808594
144,0,29.647993,-54.62431716918945,-58.217960357666016,3.5936431884765625
145,0,33.69068,-54.618873596191406,-58.22944259643555,3.6105690002441406
146,0,30.791306,-54.61470413208008,-58.241695404052734,3.6269912719726562
147,0,27.933744,-54.61213302612305,-58.25551223754883,3.6433792114257812
148,0,28.363045,-54.60908508300781,-58.26909255981445,3.6600074768066406
149,0,28.34082,-54.60599136352539,-58.2822265625,3.6762351989746094
150,0,37.43918,-54.603729248046875,-58.29610824584961,3.6923789978027344
151,0,36.824757,-54.60136413574219,-58.30752182006836,3.706157684326172
152,0,33.573826,-54.599769592285156,-58.31985855102539,3.7200889587402344
153,0,36.674816,-54.59719467163086,-58.331634521484375,3.7344398498535156
154,0,29.79335,-54.594764709472656,-58.3429069519043,3.7481422424316406
155,0,32.305813,-54.592411041259766,-58.35456085205078,3.7621498107910156
156,0,32.25404,-54.5897216796875,-58.36569595336914,3.7759742736816406
157,0,33.478477,-54.587615966796875,-58.37739181518555,3.789775848388672
158,0,28.377525,-54.58525848388672,-58.389278411865234,3.8040199279785156
159,0,26.997858,-54.58324432373047,-58.40145492553711,3.8182106018066406
160,0,33.92844,-54.58098602294922,-58.413822174072266,3.832836151123047
161,0,32.224487,-54.57881546020508,-58.42673110961914,3.8479156494140625
162,0,33.850548,-54.57615280151367,-58.43961715698242,3.86346435546875
163,0,28.660059,-54.573204040527344,-58.451961517333984,3.8787574768066406
164,0,36.667408,-54.56986999511719,-58.46429443359375,3.8944244384765625
165,0,37.513367,-54.56703567504883,-58.47695541381836,3.9099197387695312
166,0,29.749413,-54.56414794921875,-58.48909378051758,3.924945831298828
167,0,32.513752,-54.56095886230469,-58.50132751464844,3.94036865234375
168,0,28.237473,-54.55908966064453,-58.514549255371094,3.9554595947265625
169,0,32.467403,-54.557090759277344,-58.52745819091797,3.970367431640625
170,0,30.89265,-54.555931091308594,-58.540550231933594,3.984619140625
171,0,36.207043,-54.55485916137695,-58.55455780029297,3.9996986389160156
172,0,28.10431,-54.554325103759766,-58.56813430786133,4.0138092041015625
173,0,26.756691,-54.55397415161133,-58.58187484741211,4.027900695800781
174,0,32.542686,-54.552513122558594,-58.59503173828125,4.042518615722656
175,0,39.085014,-54.55050277709961,-58.60748291015625,4.056980133056641
176,0,35.192726,-54.549171447753906,-58.619693756103516,4.070522308349609
177,0,27.002115,-54.5484733581543,-58.631710052490234,4.0832366943359375
178,0,36.079273,-54.54852294921875,-58.644920349121094,4.096397399902344
179,0,36.51266,-54.54791259765625,-58.65740966796875,4.1094970703125
180,0,26.759386,-54.54857635498047,-58.67050552368164,4.121929168701172
181,0,27.785784,-54.55032730102539,-58.685203552246094,4.134876251220703
182,0,36.379658,-54.55184555053711,-58.699520111083984,4.147674560546875
183,0,36.69686,-54.55084228515625,-58.712947845458984,4.162105560302734
184,0,35.03602,-54.549949645996094,-58.7260627746582,4.176113128662109
185,0,33.80727,-54.54883575439453,-58.7387580871582,4.189922332763672
186,0,38.918762,-54.54780197143555,-58.75216293334961,4.2043609619140625
187,0,28.204517,-54.54710006713867,-58.765865325927734,4.2187652587890625
188,0,30.631348,-54.54739761352539,-58.77973556518555,4.232337951660156
189,0,27.436583,-54.546390533447266,-58.792259216308594,4.245868682861328
190,0,33.8891,-54.54449462890625,-58.80404281616211,4.259548187255859
191,0,35.16324,-54.54145812988281,-58.81517028808594,4.273712158203125
192,0,39.124752,-54.53816223144531,-58.8270378112793,4.288875579833984
193,0,37.090637,-54.53692626953125,-58.840232849121094,4.303306579589844
194,0,33.8688,-54.53541946411133,-58.85279083251953,4.317371368408203
195,0,33.443832,-54.53586959838867,-58.86609649658203,4.330226898193359
196,0,28.25607,-54.536930084228516,-58.87903594970703,4.342105865478516
197,0,38.667767,-54.53888702392578,-58.89365005493164,4.354763031005859
198,0,31.198235,-54.54008865356445,-58.908084869384766,4.3679962158203125
199,0,30.598484,-54.54125213623047,-58.922611236572266,4.381359100341797
200,0,39.02451,-54.541419982910156,-58.936954498291016,4.395534515380859
201,0,30.734056,-54.54329299926758,-58.951133728027344,4.407840728759766
202,0,26.49725,-54.54616928100586,-58.96534729003906,4.419178009033203
203,0,31.905468,-54.54970169067383,-58.97969055175781,4.429988861083984
204,0,37.473454,-54.55409622192383,-58.99457931518555,4.440483093261719
205,0,34.748215,-54.558311462402344,-59.010047912597656,4.4517364501953125
206,0,37.61472,-54.56161117553711,-59.02477264404297,4.463161468505859
207,0,29.643593,-54.56398010253906,-59.03953170776367,4.475551605224609
208,0,38.705738,-54.56669998168945,-59.05481719970703,4.488117218017578
209,0,28.369102,-54.56819534301758,-59.06926727294922,4.501071929931641
210,0,36.783215,-54.56827163696289,-59.08240509033203,4.514133453369141
211,0,31.969404,-54.568695068359375,-59.096397399902344,4.527702331542969
212,0,39.12641,-54.56755828857422,-59.110496520996094,4.542938232421875
213,0,38.59252,-54.566612243652344,-59.12596130371094,4.559349060058594
214,0,39.015892,-54.565948486328125,-59.14032745361328,4.574378967285156
215,0,38.290886,-54.56645202636719,-59.156646728515625,4.5901947021484375
216,0,32.833443,-54.565364837646484,-59.1710205078125,4.605655670166016
217,0,35.356438,-54.562557220458984,-59.184627532958984,4.6220703125
218,0,32.096775,-54.560630798339844,-59.198333740234375,4.637702941894531
219,0,29.847763,-54.557586669921875,-59.211116790771484,4.653530120849609
220,0,27.548807,-54.55626678466797,-59.22564697265625,4.669380187988281
221,0,35.01282,-54.55464553833008,-59.239566802978516,4.6849212646484375
222,0,34.092678,-54.55179977416992,-59.25173568725586,4.6999359130859375
223,0,30.872414,-54.55024719238281,-59.26382064819336,4.713573455810547
224,0,30.831364,-54.54955291748047,-59.27626037597656,4.726707458496094
225,0,31.852022,-54.545528411865234,-59.285987854003906,4.740459442138672
226,0,26.713795,-54.542964935302734,-59.29636001586914,4.753395080566406
227,0,31.720276,-54.54253005981445,-59.30836868286133,4.765838623046875
228,0,32.0116,-54.54356384277344,-59.3199577331543,4.776393890380859
229,0,33.547268,-54.54460144042969,-59.332210540771484,4.787609100341797
230,0,27.511599,-54.543304443359375,-59.34266662597656,4.7993621826171875
231,0,36.432728,-54.541595458984375,-59.35222625732422,4.810630798339844
232,0,36.36709,-54.53989791870117,-59.362884521484375,4.822986602783203
233,0,32.733784,-54.537086486816406,-59.3722038269043,4.835117340087891
234,0,28.04126,-54.53443145751953,-59.38237762451172,4.8479461669921875
235,0,35.016495,-54.53215408325195,-59.392066955566406,4.859912872314453
236,0,28.473732,-54.52846145629883,-59.40143585205078,4.872974395751953
237,0,26.859962,-54.52540969848633,-59.410343170166016,4.8849334716796875
238,0,35.560448,-54.523624420166016,-59.42106246948242,4.897438049316406
239,0,28.49007,-54.52094268798828,-59.431461334228516,4.910518646240234
240,0,34.743664,-54.515037536621094,-59.439701080322266,4.924663543701172
241,0,29.285046,-54.51021194458008,-59.449668884277344,4.939456939697266
242,0,28.353018,-54.5057373046875,-59.46005630493164,4.954319000244141
243,0,38.881004,-54.502052307128906,-59.46976852416992,4.967716217041016
244,0,27.913727,-54.49916076660156,-59.48017883300781,4.98101806640625
245,0,33.62935,-54.49617004394531,-59.48932647705078,4.993156433105469
246,0,29.016085,-54.49082946777344,-59.49737548828125,5.0065460205078125
247,0,37.91679,-54.48563003540039,-59.5050048828125,5.019374847412109
248,0,30.990623,-54.481361389160156,-59.51219177246094,5.030830383300781
249,0,29.054379,-54.4790153503418,-59.52048873901367,5.041473388671875
250,0,38.718067,-54.47715377807617,-59.52882766723633,5.051673889160156
251,0,31.206768,-54.47515869140625,-59.53726577758789,5.062107086181641
252,0,27.07915,-54.472232818603516,-59.54486083984375,5.072628021240234
253,0,30.521004,-54.47035598754883,-59.554054260253906,5.083698272705078
254,0,40.060184,-54.4664192199707,-59.56206512451172,5.095645904541016
255,0,35.088642,-54.46247482299805,-59.571624755859375,5.109149932861328
256,0,36.390045,-54.45854568481445,-59.58137512207031,5.122829437255859
257,0,34.847397,-54.45581817626953,-59.59122085571289,5.135402679443359
258,0,37.986244,-54.45247268676758,-59.60136413574219,5.148891448974609
259,0,27.480085,-54.45089340209961,-59.61302185058594,5.162128448486328
260,0,37.746746,-54.4489631652832,-59.62448501586914,5.1755218505859375
261,0,38.555973,-54.44727325439453,-59.636741638183594,5.1894683837890625
262,0,34.70757,-54.445194244384766,-59.64963912963867,5.204444885253906
263,0,31.782637,-54.44318771362305,-59.66376495361328,5.220577239990234
264,0,33.436607,-54.44228744506836,-59.6781120300293,5.2358245849609375
265,0,27.94199,-54.442100524902344,-59.693359375,5.251258850097656
266,0,33.903313,-54.44097137451172,-59.707069396972656,5.2660980224609375
267,0,35.229275,-54.43901443481445,-59.71916198730469,5.280147552490234
268,0,37.806362,-54.436805725097656,-59.73031997680664,5.293514251708984
269,0,30.91422,-54.43494415283203,-59.740875244140625,5.305931091308594
270,0,28.111073,-54.43342208862305,-59.75259017944336,5.3191680908203125
271,0,35.11826,-54.43144607543945,-59.76322937011719,5.331783294677734
272,0,33.720722,-54.42885208129883,-59.77323532104492,5.344383239746094
273,0,37.518246,-54.42696762084961,-59.78335189819336,5.35638427734375
274,0,36.490253,-54.42444610595703,-59.7932243347168,5.368778228759766
275,0,26.770088,-54.422889709472656,-59.80246353149414,5.379573822021484
276,0,31.628986,-54.422725677490234,-59.81325149536133,5.390525817871094
277,0,36.475464,-54.42205810546875,-59.82391357421875,5.40185546875
278,0,27.098568,-54.421024322509766,-59.83473587036133,5.4137115478515625
279,0,37.516296,-54.41946029663086,-59.84630584716797,5.426845550537109
280,0,33.77751,-54.416831970214844,-59.85658645629883,5.439754486083984
281,0,33.685734,-54.414100646972656,-59.866886138916016,5.452785491943359
282,0,35.150646,-54.410430908203125,-59.87657928466797,5.466148376464844
283,0,34.622253,-54.40827941894531,-59.88709259033203,5.478813171386719
284,0,29.350935,-54.406978607177734,-59.89813232421875,5.491153717041016
285,0,38.444313,-54.40279769897461,-59.90717315673828,5.504375457763672
286,0,35.927593,-54.399593353271484,-59.917972564697266,5.518379211425781
287,0,26.962484,-54.396270751953125,-59.928123474121094,5.531852722167969
288,0,33.87404,-54.392391204833984,-59.937557220458984,5.545166015625
289,0,38.783485,-54.38930130004883,-59.947200775146484,5.557899475097656
290,0,39.04557,-54.38636779785156,-59.95720672607422,5.570838928222656
291,0,38.802822,-54.38368225097656,-59.968997955322266,5.585315704345703
292,0,37.30391,-54.38155746459961,-59.97980499267578,5.598247528076172
293,0,30.833988,-54.38064193725586,-59.99114227294922,5.610500335693359
294,0,30.001234,-54.3791389465332,-60.0024528503418,5.623313903808594
295,0,30.680206,-54.379051208496094,-60.01344680786133,5.634395599365234
296,0,30.01791,-54.37708282470703,-60.02312469482422,5.6460418701171875
297,0,37.39114,-54.37622833251953,-60.03337478637695,5.657146453857422
298,0,28.193567,-54.374874114990234,-60.04239273071289,5.667518615722656
299,0,28.23968,-54.373260498046875,-60.05097198486328,5.677711486816406
300,0,30.962297,-54.37135696411133,-60.0594367980957,5.688079833984375
301,0,37.534653,-54.3704719543457,-60.06760787963867,5.697135925292969
302,0,37.34135,-54.37071228027344,-60.07727813720703,5.706565856933594
303,0,29.555096,-54.370765686035156,-60.08787155151367,5.717105865478516
304,0,27.231104,-54.36958312988281,-60.09727096557617,5.727687835693359
305,0,34.71475,-54.369544982910156,-60.10725021362305,5.737705230712891
306,0,29.603828,-54.3698616027832,-60.11637496948242,5.746513366699219
307,0,29.646118,-54.36962127685547,-60.125755310058594,5.756134033203125
308,0,27.047441,-54.36893844604492,-60.13386535644531,5.764926910400391
309,0,29.542267,-54.3691520690918,-60.142208099365234,5.7730560302734375
310,0,33.419064,-54.36868667602539,-60.15032958984375,5.781642913818359
311,0,36.483814,-54.366390228271484,-60.15803909301758,5.791648864746094
312,0,27.187075,-54.36258316040039,-60.16315841674805,5.800575256347656
313,0,37.562782,-54.35942840576172,-60.16987991333008,5.810451507568359
314,0,39.24519,-54.35478973388672,-60.17638397216797,5.82159423828125
315,0,31.908245,-54.3511848449707,-60.18435287475586,5.833168029785156
316,0,39.116905,-54.34585952758789,-60.19063949584961,5.844779968261719
317,0,33.504414,-54.34109115600586,-60.19731903076172,5.856227874755859
318,0,27.105825,-54.335670471191406,-60.20278549194336,5.867115020751953
319,0,30.953289,-54.330509185791016,-60.20858383178711,5.878074645996094
320,0,26.92406,-54.324920654296875,-60.21375274658203,5.888832092285156
321,0,35.89564,-54.32109451293945,-60.220516204833984,5.899421691894531
322,0,35.09193,-54.317134857177734,-60.22842025756836,5.911285400390625
323,0,39.050274,-54.313270568847656,-60.237186431884766,5.923915863037109
324,0,35.032814,-54.3090705871582,-60.244895935058594,5.935825347900391
325,0,37.56186,-54.30523681640625,-60.25343704223633,5.948200225830078
326,0,35.92488,-54.30207824707031,-60.26279830932617,5.960720062255859
327,0,33.613956,-54.29928207397461,-60.27294158935547,5.973659515380859
328,0,30.685375,-54.2966194152832,-60.28327178955078,5.986652374267578
329,0,33.72963,-54.29361343383789,-60.2922477722168,5.998634338378906
330,0,29.4299,-54.29207992553711,-60.300697326660156,6.008617401123047
331,0,28.12842,-54.291404724121094,-60.30915451049805,6.017749786376953
332,0,29.51315,-54.29058837890625,-60.318668365478516,6.028079986572266
333,0,28.43468,-54.290138244628906,-60.32709503173828,6.036956787109375
334,0,33.212395,-54.29090881347656,-60.33745193481445,6.046543121337891
335,0,33.627453,-54.29197692871094,-60.348384857177734,6.056407928466797
336,0,28.958778,-54.29443359375,-60.36163330078125,6.06719970703125
337,0,29.659746,-54.2961540222168,-60.3749885559082,6.078834533691406
338,0,32.081417,-54.29829025268555,-60.38752365112305,6.0892333984375
339,0,31.63449,-54.30162811279297,-60.40184020996094,6.100212097167969
340,0,32.318016,-54.30461120605469,-60.41435241699219,6.1097412109375
341,0,37.63625,-54.30702209472656,-60.42582321166992,6.118801116943359
342,0,26.858967,-54.30921936035156,-60.43703079223633,6.127811431884766
343,0,39.52478,-54.309608459472656,-60.44690704345703,6.137298583984375
344,0,34.720654,-54.31055450439453,-60.456634521484375,6.146080017089844
345,0,38.61199,-54.311580657958984,-60.46707534790039,6.155494689941406
346,0,30.312067,-54.31343078613281,-60.478511810302734,6.165081024169922
347,0,35.49814,-54.31349563598633,-60.488948822021484,6.175453186035156
348,0,37.461014,-54.31319046020508,-60.49946975708008,6.186279296875
349,0,38.21177,-54.314884185791016,-60.51240539550781,6.197521209716797
350,0,29.738499,-54.318965911865234,-60.526737213134766,6.207771301269531
351,0,38.971592,-54.32282257080078,-60.540794372558594,6.2179718017578125
352,0,26.954052,-54.32669448852539,-60.55391311645508,6.2272186279296875
353,0,33.61396,-54.32994079589844,-60.56706619262695,6.237125396728516
354,0,35.99953,-54.33400344848633,-60.57996368408203,6.245960235595703
355,0,35.283745,-54.33668518066406,-60.59075927734375,6.2540740966796875
356,0,32.161995,-54.3392219543457,-60.60054397583008,6.261322021484375
357,0,32.564644,-54.340641021728516,-60.61033630371094,6.269695281982422
358,0,31.127476,-54.34150695800781,-60.6207275390625,6.2792205810546875
359,0,29.621819,-54.34111022949219,-60.630741119384766,6.289630889892578
360,0,29.567837,-54.34043884277344,-60.64006805419922,6.299629211425781
361,0,28.707663,-54.34135818481445,-60.650291442871094,6.308933258056641
362,0,28.249079,-54.34165954589844,-60.6596794128418,6.318019866943359
363,0,39.37747,-54.34040451049805,-60.66923522949219,6.328830718994141
364,0,37.86146,-54.33916473388672,-60.67866897583008,6.339504241943359
365,0,26.635668,-54.33704376220703,-60.68754196166992,6.350498199462891
366,0,28.674797,-54.33403396606445,-60.69447326660156,6.360439300537109
367,0,35.24015,-54.330223083496094,-60.700313568115234,6.370090484619141
368,0,37.33695,-54.32727813720703,-60.706478118896484,6.379199981689453
369,0,33.21653,-54.3224983215332,-60.71104431152344,6.388545989990234
370,0,30.527008,-54.31830978393555,-60.71685028076172,6.398540496826172
