SF	Freq	Lemma	Analysis	Segmentation
beszél	39	beszél	V.IND.PRS.INDF.3.SG	beszél
egy	2090	egy	N.NOM.SG	egy
picit	93	pici	N.SG-ACC	pici-t
picit	93	pici	ADJ.SG-ACC	pici-t
csinál	324	csinál	V.IND.PRS.INDF.3.SG	csinál
kutya	162	kutya	N.NOM.SG	kutya
ugat	10	ugat	V.IND.PRS.INDF.3.SG	ugat
nézz	387	néz	V-SBJV.PRS.INDF.2.SG	néz-j
szimatol	1	szimatol	V.IND.PRS.INDF.3.SG	szimatol
megy	443	megy	V.IND.PRS.INDF.3.SG	megy
nyom	16	nyom	N.NOM.SG	nyom
nyom	16	nyom	V.IND.PRS.INDF.3.SG	nyom
keresett	3	keres	V-IND.PST.INDF.3.SG	keres-ett
keresett	3	keres	V-V.PTCP.PST	keres-ett
mentem	16	mente	N.NOM-PSS1S.SG	mente-m
mentem	16	ment	V-IND.PRS.DEF.1.SG	ment-em
mentem	16	megy	V-IND.PST.INDF.1.SG	megy-tem
mentem	16	menik	V-IND.PST.INDF.1.SG	men-tem
pop	1	pop	N.NOM.SG	pop
füle	50	fül	N.NOM-PSS3S.SG	fül-e
füle	50	füle	N.NOM.SG	füle
szeme	70	szem	N.NOM-PSS3S.SG	szem-e
szeme	70	szeme	N.NOM.SG	szeme
orra	25	orra	N.NOM.SG	orra
orra	25	orr	N.SG-ON+ALL	orr-ra
orra	25	orr	N.NOM-PSS3S.SG	orr-a
szája	58	száj	N.NOM-PSS3S.SG	száj-a
szája	58	száj	N.NOM-PSS3S.SG	száj-a
szája	58	szája	N.NOM.SG	szája
áll	63	áll	N.NOM.SG	áll
áll	63	áll	V.IND.PRS.INDF.3.SG	áll
kell	1462	kell	V.IND.PRS.INDF.3.SG	kell
mondani	36	mond	V-NFIN	mond-ani
én	2778	én	N.NOM.SG	én
mondok	5	mond	V-IND.PRS.INDF.1.SG	mond-ok
Éva	55	Éva	N.NOM.SG	Éva
tudod	593	tud	V-IND.PRS.DEF.2.SG	tud-od
keze	33	kéz	N.NOM-PSS3S.SG	kéz-e
kutyának	5	kutya	N.SG-DAT.SG	kutya-nak
lába	82	lába	N.NOM.SG	lába
lába	82	láb	N.NOM-PSS3S.SG	láb-a
négy	64	négy	N.NOM.SG	négy
szeret	20	szeret	V.IND.PRS.INDF.3.SG	szeret
ebédelni	31	ebédel	V-NFIN	ebédel-ni
tésztát	5	tészta	N.SG-ACC	tészta-t
levest	16	leves	N.SG-ACC	leves-t
hús	13	hús	N.NOM.SG	hús
csontot	1	csont	N.SG-ACC	csont-ot
föl	264	föl	N.NOM.SG	föl
állj	23	áll	V-SBJV.PRS.INDF.2.SG	áll-j
mondd	129	mond	V-SBJV.PRS.DEF.2.SG	mond-d
Viktor	32	Viktor	N.NOM.SG	Viktor
kérdez	1	kérdez	V.IND.PRS.INDF.3.SG	kérdez
lábát	31	láb	N.SG-PSS3S-ACC	láb-a-t
lábát	31	lába	N.SG-ACC	lába-t
hallottad	4	hall	V-IND.PST.DEF.2.SG	hall-ottad
micsoda	173	micsoda	N.NOM.SG	micsoda
tedd	190	tesz	V-SBJV.PRS.DEF.2.SG	tesz-d
elvette	86	elvesz	V-IND.PST.DEF.3.SG	elvesz-tte
vidd	33	visz	V-SBJV.PRS.DEF.2.SG	visz-d
adja	31	ad	V-IND.PRS.DEF.3.SG	ad-ja
adja	31	ad	V-SBJV.PRS.DEF.3.SG	ad-ja
kecske	14	kecske	N.NOM.SG	kecske
hangja	8	hang	N.NOM-PSS3S.SG	hang-ja
kérsz	307	kér	V-IND.PRS.INDF.2.SG(asz)	kér-sz
kicsit	268	kicsi	ADJ.SG-ACC	kicsi-t
odaadja	10	odaad	V-IND.PRS.DEF.3.SG	odaad-ja
odaadja	10	odaad	V-SBJV.PRS.DEF.3.SG	odaad-ja
gyenge	3	gyenge	N.NOM.SG	gyenge
gyenge	3	gyenge	ADJ.NOM.SG	gyenge
legény	1	legény	N.NOM.SG	legény
vedd	158	vesz	V-SBJV.PRS.DEF.2.SG	vesz-d
legyen	71	lesz	V-SBJV.PRS.INDF.3.SG	lesz-jen
odaadom	38	odaad	V-IND.PRS.DEF.1.SG	odaad-om
fogadj	2	fogad	V-SBJV.PRS.INDF.2.SG	fogad-j
képzeld	19	képzel	V-SBJV.PRS.DEF.2.SG	képzel-d
kávét	39	kávé	N.SG-ACC	kávé-t
tejes	2	tejes	ADJ.NOM.SG	tejes
fekete	81	fekete	N.NOM.SG	fekete
fekete	81	fekete	ADJ.NOM.SG	fekete
oroszlán	56	oroszlán	N.NOM.SG	oroszlán
állat	36	állat	N.NOM.SG	állat
állat	36	áll	N.SG-ACC	áll-at
állat	36	állat	V.IND.PRS.INDF.3.SG	állat
figyelj	145	figyel	V-SBJV.PRS.INDF.2.SG	figyel-j
fog	234	fog	N.NOM.SG	fog
fog	234	fog	V.IND.PRS.INDF.3.SG	fog
jönni	43	jön	V-NFIN	jön-ni
néni	795	néni	N.NOM.SG	néni
fáradt	24	fárad	V-IND.PST.INDF.3.SG	fárad-t
fáradt	24	fárad	V-V.PTCP.PST	fárad-t
fáradt	24	fáradt	ADJ.NOM.SG	fáradt
sír	143	sír	N.NOM.SG	sír
sír	143	sír	V.IND.PRS.INDF.3.SG	sír
bajusza	33	bajusz	N.NOM-PSS3S.SG	bajusz-a
bajuszom	5	bajusz	N.NOM-PSS1S.SG	bajusz-om
sírok	12	sír	N.NOM-PL	sír-ok
sírok	12	sír	V-IND.PRS.INDF.1.SG	sír-ok
látod	372	lát	V-IND.PRS.DEF.2.SG	lát-od
görbe	10	görbe	N.NOM.SG	görbe
görbe	10	görbe	ADJ.NOM.SG	görbe
szegénynek	3	szegény	N.SG-DAT.SG	szegény-nek
szegénynek	3	szegény	ADJ.SG-DAT.SG	szegény-nek
vigasszal	1	vigasz	N.SG-INST	vigasz-val
hát	1188	há	N.SG-ACC	há-t
hát	1188	hát	N.NOM.SG	hát
vigasztald	1	vigasztal	V-SBJV.PRS.DEF.2.SG	vigasztal-d
fogd	62	fog	V-SBJV.PRS.DEF.2.SG	fog-d
füled	6	fül	N.NOM-PSS2S.SG	fül-ed
sütve	3	süt	V-V.CVB	süt-ve
ma	130	ma	N.NOM.SG	ma
popsija	3	popsi	N.NOM-PSS3S.SG	popsi-ja
csinált	71	csinál	V-IND.PST.INDF.3.SG	csinál-t
csinált	71	csinál	V-V.PTCP.PST	csinál-t
pisilt	9	pisil	V-IND.PST.INDF.3.SG	pisil-t
pisilt	9	pisil	V-V.PTCP.PST	pisil-t
rontotta	5	ront	V-IND.PST.DEF.3.SG	ront-otta
fülét	6	fül	N.SG-PSS3S-ACC	fül-e-t
fülét	6	füle	N.SG-ACC	füle-t
mért	108	mér	V-IND.PST.INDF.3.SG	mér-t
mért	108	mér	V-V.PTCP.PST	mér-t
mért	108	mért	ADJ.NOM.SG	mért
beteg	84	beteg	N.NOM.SG	beteg
beteg	84	beteg	ADJ.NOM.SG	beteg
csinálsz	256	csinál	V-IND.PRS.INDF.2.SG(asz)	csinál-sz
rétest	1	rétes	N.SG-ACC	rétes-t
rétes	1	rétes	N.NOM.SG	rétes
megint	126	megint	V.IND.PRS.INDF.3.SG	megint
nagy	674	nagy	N.NOM.SG	nagy
nagy	674	nagy	ADJ.NOM.SG	nagy
ágy	42	ágy	N.NOM.SG	ágy
takard	10	takar	V-SBJV.PRS.DEF.2.SG	takar-d
takaró	25	takaró	N.NOM.SG	takaró
takaró	25	takar	V-V.PTCP.PRS	takar-ó
szép	575	szép	ADJ.NOM.SG	szép
paplan	5	paplan	N.NOM.SG	paplan
jaj	721	jaj	N.NOM.SG	jaj
adom	277	ad	V-IND.PRS.DEF.1.SG	ad-om
folyik	23	folyik	V.IND.PRS.INDF.3.SG	folyik
vér	5	vér	N.NOM.SG	vér
lábán	7	láb	N.SG-PSS3S-ON+ESS	láb-a-n
lábán	7	lába	N.SG-ON+ESS	lába-n
fehérrel	1	fehér	N.SG-INST	fehér-vel
fehérrel	1	fehér	ADJ.SG-INST	fehér-vel
kékem	1	kék	N.NOM-PSS1S.SG	kék-em
kicsi	445	kicsi	ADJ.NOM.SG	kicsi
helyen	7	hely	N.SG-ON+ESS	hely-en
vérzik	12	vérzik	V.IND.PRS.INDF.3.SG	vérzik
vérzett	5	vérzik	V-IND.PST.INDF.3.SG	vérz-ett
vérzett	5	vérzik	V-V.PTCP.PST	vérz-ett
aranyos	95	aranyos	ADJ.NOM.SG	aranyos
gyógyult	5	gyógyul	V-IND.PST.INDF.3.SG	gyógyul-t
gyógyult	5	gyógyul	V-V.PTCP.PST	gyógyul-t
gyógyult	5	gyógyul	V-IND.PST.INDF.3.SG	gyógyul-t
gyógyult	5	gyógyul	V-V.PTCP.PST	gyógyul-t
összeszedni	3	összeszed	V-NFIN	összeszed-ni
összeszedni	3	összeszed	V-NFIN	összeszed-ni
légy	54	légy	N.NOM.SG	légy
légy	54	lesz	V-SBJV.PRS.INDF.2.SG	lesz-j
anyuka	39	anyuka	N.NOM.SG	anyuka
ennek	89	enn	N.NOM-PL	enn-ek
ennek	89	enn	N.SG-DAT.SG	enn-nek
nézem	24	néz	V-IND.PRS.DEF.1.SG	néz-em
farkát	4	farok	N.SG-PSS3S-ACC	farok-a-t
farkát	4	farka	N.SG-ACC	farka-t
farka	38	farka	N.NOM.SG	farka
farka	38	farok	N.NOM-PSS3S.SG	farok-a
értem	26	ér	V-IND.PST.INDF.1.SG	ér-tem
értem	26	ér	V-IND.PST.DEF.1.SG	ér-tem
értem	26	ért	V-IND.PRS.DEF.1.SG	ért-em
értem	26	érik	V-IND.PST.INDF.1.SG	ér-tem
paplanban	1	paplan	N.SG-IN+ESS	paplan-ban
végig	6	vég	N.SG-TERM	vég-ig
takarni	4	takar	V-NFIN	takar-ni
igaza	2	igaz	N.NOM-PSS3S.SG	igaz-a
igaza	2	igaza	N.NOM.SG	igaza
aludni	200	alszik	V-NFIN	alud-ni
leveszik	2	levesz	V-IND.PRS.DEF.3.PL(ik)	levesz-ik
biztos	79	biztos	N.NOM.SG	biztos
biztos	79	biztos	ADJ.NOM.SG	biztos
álmos	14	álmos	ADJ.NOM.SG	álmos
lehet	395	lesz	V-POT	lesz-het
fáradva	1	fárad	V-V.CVB	fárad-va
gondolom	6	gondol	V-IND.PRS.DEF.1.SG	gondol-om
éhes	45	éhes	ADJ.NOM.SG	éhes
akar	45	akar	V.IND.PRS.INDF.3.SG	akar
ebédre	2	ebéd	N.SG-ON+ALL	ebéd-re
vacsorát	3	vacsora	N.SG-ACC	vacsora-t
lesz	636	lesz	V.IND.PRS.INDF.3.SG	lesz
vacsora	3	vacsora	N.NOM.SG	vacsora
szegényke	7	szegényke	N.NOM.SG	szegényke
bántsátok	1	bánt	V-SBJV.PRS.DEF.2.PL	bánt-játok
szabad	539	szabad	N.NOM.SG	szabad
szabad	539	szabad	ADJ.NOM.SG	szabad
kivenni	55	kivesz	V-NFIN	kivesz-nni
fölösleges	1	fölösleges	ADJ.NOM.SG	fölösleges
játék	68	játék	N.NOM.SG	játék
beteszem	28	betesz	V-IND.PRS.DEF.1.SG	betesz-em
beteszem	28	betesz	V-IND.PRS.DEF.1.SG	betesz-em
kivette	2	kivesz	V-IND.PST.DEF.3.SG	kivesz-tte
helikopter	13	helikopter	N.NOM.SG	helikopter
dele	15	dél	N.NOM-PSS3S.SG	dél-e
levegyük	9	levesz	V-SBJV.PRS.DEF.1.PL	levesz-jük
vegyük	45	vesz	V-SBJV.PRS.DEF.1.PL	vesz-jük
kötényt	27	kötény	N.SG-ACC	kötény-t
mondta	75	mond	V-IND.PST.DEF.3.SG	mond-ta
kérlek	10	kér	V-IND.PRS.LGSPEC1.1.SG	kér-lek
adta	15	ad	V-IND.PST.DEF.3.SG	ad-ta
odaadni	19	odaad	V-NFIN	odaad-ni
forgat	1	forgat	V.IND.PRS.INDF.3.SG	forgat
forgat	1	forgat	V.IND.PRS.INDF.3.SG	forgat
forgatom	1	forgat	V-IND.PRS.DEF.1.SG	forgat-om
forgatom	1	forgat	V-IND.PRS.DEF.1.SG	forgat-om
megnézzem	4	megnéz	V-SBJV.PRS.DEF.1.SG	megnéz-jem
megnézzem	4	megnéz	V-SBJV.PRS.DEF.1.SG	megnéz-jem
adod	50	ad	V-IND.PRS.DEF.2.SG	ad-od
felesleges	1	felesleges	ADJ.NOM.SG	felesleges
ügyes	192	ügyes	ADJ.NOM.SG	ügyes
essen	11	ess	N.SG-ON+ESS	ess-en
essen	11	esik	V-SBJV.PRS.INDF.3.SG	es-jen
vigyázz	270	vigyáz	V-SBJV.PRS.INDF.2.SG	vigyáz-j
vigyázz	270	vigyáz	V-SBJV.PRS.INDF.2.SG	vigyáz-j
vigyázol	10	vigyáz	V-IND.PRS.INDF.2.SG(Ol)	vigyáz-ol
vigyázol	10	vigyáz	V-IND.PRS.INDF.2.SG(Ol)	vigyáz-ol
igyekezz	1	igyekezik	V-SBJV.PRS.INDF.2.SG	igyekez-j
igyekezz	1	igyekszik	V-SBJV.PRS.INDF.2.SG	igyeksz-j
jövök	97	jön	V-IND.PRS.INDF.1.SG	jön-ök
jövök	97	jő	V-IND.PRS.INDF.1.SG	jő-ök
goromba	1	goromba	ADJ.NOM.SG	goromba
menjen	41	megy	V-SBJV.PRS.INDF.3.SG	megy-jen
menjen	41	menik	V-SBJV.PRS.INDF.3.SG	men-jen
Gabi	34	Gabi	N.NOM.SG	Gabi
beszélj	22	beszél	V-SBJV.PRS.INDF.2.SG	beszél-j
finom	146	finom	ADJ.NOM.SG	finom
zöldséget	7	zöldség	N.SG-ACC	zöldség-et
pucolni	2	pucol	V-NFIN	pucol-ni
reszelni	1	reszel	V-NFIN	reszel-ni
reszelni	1	reszel	V-NFIN	reszel-ni
csukni	6	csuk	V-NFIN	csuk-ni
ajtót	39	ajtó	N.SG-ACC	ajtó-t
elveszem	50	elvesz	V-IND.PRS.DEF.1.SG	elvesz-em
akarod	58	akar	V-IND.PRS.DEF.2.SG	akar-od
tenni	56	tesz	V-NFIN	tesz-nni
beszélni	33	beszél	V-NFIN	beszél-ni
közben	12	köz	N.SG-IN+ESS	köz-ben
tej	16	tej	N.NOM.SG	tej
betetted	3	betesz	V-IND.PST.DEF.2.SG	betesz-tted
betetted	3	betesz	V-IND.PST.DEF.2.SG	betesz-tted
betettem	7	betesz	V-IND.PST.INDF.1.SG	betesz-ttem
betettem	7	betesz	V-IND.PST.DEF.1.SG	betesz-ttem
betettem	7	betesz	V-IND.PST.INDF.1.SG	betesz-ttem
betettem	7	betesz	V-IND.PST.DEF.1.SG	betesz-ttem
sok	245	sok	ADJ.NOM.SG	sok
nyitni	13	nyit	V-NFIN	nyit-ni
nyiss	4	nyit	V-SBJV.PRS.INDF.2.SG	nyit-j
gázt	7	gáz	N.SG-ACC	gáz-t
lábast	2	lábas	N.SG-ACC	lábas-t
tette	8	tette	N.NOM.SG	tette
tette	8	tett	N.NOM-PSS3S.SG	tett-e
tette	8	tesz	V-IND.PST.DEF.3.SG	tesz-tte
gázra	1	gáz	N.SG-ON+ALL	gáz-ra
rakni	42	rak	V-NFIN	rak-ni
bele	192	bel	N.NOM-PSS3S.SG	bel-e
bele	192	bél	N.NOM-PSS3S.SG	bél-e
bele	192	bele	N.NOM.SG	bele
sütjük	1	süt	V-IND.PRS.DEF.1.PL	süt-jük
süteményt	3	sütemény	N.SG-ACC	sütemény-t
teszem	46	tesz	V-IND.PRS.DEF.1.SG	tesz-em
csukom	1	csuk	V-IND.PRS.DEF.1.SG	csuk-om
sütemény	11	sütemény	N.NOM.SG	sütemény
fogjuk	12	fog	V-IND.PRS.DEF.1.PL	fog-juk
fogjuk	12	fog	V-SBJV.PRS.DEF.1.PL	fog-juk
megtölteni	2	megtölt	V-NFIN	megtölt-eni
sóval	1	só	N.SG-INST	só-val
fogom	52	fog	V-IND.PRS.DEF.1.SG	fog-om
tölteni	2	tölt	V-NFIN	tölt-eni
sül	1	sül	N.NOM.SG	sül
sül	1	sül	V.IND.PRS.INDF.3.SG	sül
pirul	1	pirul	V.IND.PRS.INDF.3.SG	pirul
pirul	1	pirul	V.IND.PRS.INDF.3.SG	pirul
kihúzom	2	kihúz	V-IND.PRS.DEF.1.SG	kihúz-om
forró	48	forr	V-V.PTCP.PRS	forr-ó
forró	48	forr	V-V.PTCP.PRS	forr-ó
forró	48	forró	ADJ.NOM.SG	forró
oltani	1	olt	V-NFIN	olt-ani
oltani	1	olt	V-NFIN	olt-ani
erre	62	err	N.SG-ON+ALL	err-re
becsukom	10	becsuk	V-IND.PRS.DEF.1.SG	becsuk-om
gázba	1	gáz	N.SG-IN+ALL	gáz-ba
veszed	20	vesz	V-IND.PRS.DEF.2.SG	vesz-ed
kisebb	11	kisebb	ADJ.NOM.SG	kisebb
kisebb	11	kis	ADJ.NOM.SG-CMPR	kis-ebb
fér	73	fér	V.IND.PRS.INDF.3.SG	fér
ebbe	120	eb	N.SG-IN+ALL	eb-be
készen	27	kész	ADJ.SG-ON+ESS	kész-en
mosogatok	5	mosogat	V-IND.PRS.INDF.1.SG	mosogat-ok
mosd	24	mos	V-SBJV.PRS.DEF.2.SG	mos-d
adok	106	ad	V-IND.PRS.INDF.1.SG	ad-ok
ügyesen	53	ügyes	ADJ.SG-ON+ESS	ügyes-en
zárd	6	zár	V-SBJV.PRS.DEF.2.SG	zár-d
kész	113	kész	ADJ.NOM.SG	kész
ráteszem	1	rátesz	V-IND.PRS.DEF.1.SG	rátesz-em
ebédet	30	ebéd	N.SG-ACC	ebéd-et
tud	136	tud	V.IND.PRS.INDF.3.SG	tud
sikerült	23	sikerül	V-IND.PST.INDF.3.SG	sikerül-t
sikerült	23	sikerül	V-V.PTCP.PST	sikerül-t
sikerült	23	sikerül	V-IND.PST.INDF.3.SG	sikerül-t
sikerült	23	sikerül	V-V.PTCP.PST	sikerül-t
csavarom	2	csavar	N.NOM-PSS1S.SG	csavar-om
csavarom	2	csavar	V-IND.PRS.DEF.1.SG	csavar-om
eszek	9	esz	N.NOM-PL	esz-ek
eszek	9	ész	N.NOM-PL	ész-ek
tészta	14	tészta	N.NOM.SG	tészta
leteszem	4	letesz	V-IND.PRS.DEF.1.SG	letesz-em
elcsúszik	1	elcsúszik	V.IND.PRS.INDF.3.SG	elcsúszik
reszelek	5	reszel	V-IND.PRS.INDF.1.SG	reszel-ek
reszelek	5	reszel	V-IND.PRS.INDF.1.SG	reszel-ek
lássam	6	lát	V-SBJV.PRS.DEF.1.SG	lát-jam
betesszük	17	betesz	V-IND.PRS.DEF.1.PL	betesz-jük
betesszük	17	betesz	V-IND.PRS.DEF.1.PL	betesz-jük
finomat	11	finom	ADJ.SG-ACC	finom-at
menni	167	megy	V-NFIN	megy-nni
menni	167	menik	V-NFIN	men-ni
vegyétek	2	vesz	V-SBJV.PRS.DEF.2.PL	vesz-jétek
ebéd	62	ebéd	N.NOM.SG	ebéd
sajt	18	sajt	N.NOM.SG	sajt
palacsinta	8	palacsinta	N.NOM.SG	palacsinta
hasa	49	hasa	N.NOM.SG	hasa
hasa	49	has	N.NOM-PSS3S.SG	has-a
leszedjük	3	leszed	V-IND.PRS.DEF.1.PL	leszed-jük
leszedjük	3	leszed	V-SBJV.PRS.DEF.1.PL	leszed-jük
asztalt	26	asztal	N.SG-ACC	asztal-t
vizes	37	vizes	ADJ.NOM.SG	vizes
asztal	61	asztal	N.NOM.SG	asztal
tudom	445	tud	V-IND.PRS.DEF.1.SG	tud-om
baja	28	baj	N.NOM-PSS3S.SG	baj-a
baja	28	baja	N.NOM.SG	baja
csukd	38	csuk	V-SBJV.PRS.DEF.2.SG	csuk-d
fogok	43	fog	V-IND.PRS.INDF.1.SG	fog-ok
Viktornak	3	Viktor	N.SG-DAT.SG	Viktor-nak
sokat	68	sok	ADJ.SG-ACC	sok-at
gulyás	1	gulyás	N.NOM.SG	gulyás
pörkölt	5	pörkölt	N.NOM.SG	pörkölt
pörkölt	5	pörkölt	N.NOM.SG	pörkölt
pörkölt	5	pörkölt	ADJ.NOM.SG	pörkölt
kávé	37	kávé	N.NOM.SG	kávé
villa	15	villa	N.NOM.SG	villa
villa	15	villa	N.NOM.SG	villa
kanál	24	kanál	N.NOM.SG	kanál
eszünk	21	eszünk	N.NOM.SG	eszünk
eszünk	21	esz	N.NOM-PSS1P.SG	esz-ünk
eszünk	21	ész	N.NOM-PSS1P.SG	ész-unk
ebéded	1	ebéd	N.NOM-PSS2S.SG	ebéd-ed
igaz	80	igaz	N.NOM.SG	igaz
igaz	80	igaz	ADJ.NOM.SG	igaz
törve	11	tör	V-V.CVB	tör-ve
törve	11	törik	V-V.CVB	tör-ve
akarsz	169	akar	V-IND.PRS.INDF.2.SG(asz)	akar-sz
eszem	12	eszem	N.NOM.SG	eszem
eszem	12	esz	N.NOM-PSS1S.SG	esz-em
eszem	12	ész	N.NOM-PSS1S.SG	ész-em
eszed	4	eszed	N.NOM.SG	eszed
eszed	4	esz	N.NOM-PSS2S.SG	esz-ed
eszed	4	ész	N.NOM-PSS2S.SG	ész-ed
esz	11	esz	N.NOM.SG	esz
galuskával	1	galuska	N.SG-INST	galuska-val
tör	2	tör	V.IND.PRS.INDF.3.SG	tör
sajtot	4	sajt	N.SG-ACC	sajt-ot
reszelsz	1	reszel	V-IND.PRS.INDF.2.SG(asz)	reszel-sz
reszelsz	1	reszel	V-IND.PRS.INDF.2.SG(asz)	reszel-sz
elég	94	elég	N.NOM.SG	elég
elég	94	elég	V.IND.PRS.INDF.3.SG	elég
elég	94	elég	ADJ.NOM.SG	elég
kérünk	12	kér	V-IND.PRS.INDF.1.PL	kér-ünk
pörköltöt	1	pörkölt	N.SG-ACC	pörkölt-öt
hozni	20	hoz	V-NFIN	hoz-ni
konyhából	1	konyha	N.SG-IN+ABL	konyha-ból
várj	32	vár	V-SBJV.PRS.INDF.2.SG	vár-j
nézze	11	néz	V-SBJV.PRS.DEF.3.SG	néz-je
oldalon	6	oldal	N.SG-ON+ESS	oldal-on
láthat	1	lát	V-POT	lát-hat
volt	528	volt	N.NOM.SG	volt
leverted	1	lever	V-IND.PST.DEF.2.SG	lever-ted
hülyéskedj	1	hülyéskedik	V-SBJV.PRS.INDF.2.SG	hülyésked-j
hülyéskedj	1	hülyéskedik	V-SBJV.PRS.INDF.2.SG	hülyésked-j
fújni	9	fúj	V-NFIN	fúj-ni
száddal	3	száj	N.SG-PSS2S-INST	száj-d-val
száddal	3	száj	N.SG-PSS2S-INST	száj-d-val
száddal	3	száj	N.SG-PSS2S-INST	száj-d-val
száddal	3	szád	N.SG-INST	szád-val
száddal	3	szád	N.SG-INST	szád-val
száddal	3	szád	N.SG-INST	szád-val
orral	1	orr	N.SG-INST	orr-val
mer	25	mer	V.IND.PRS.INDF.3.SG	mer
háta	17	háta	N.NOM.SG	háta
háta	17	hát	N.NOM-PSS3S.SG	hát-a
pohár	26	pohár	N.NOM.SG	pohár
lett	84	lett	N.NOM.SG	lett
lett	84	lesz	V-IND.PST.INDF.3.SG	lesz-tt
lett	84	lesz	V-V.PTCP.PST	lesz-tt
lett	84	lett	ADJ.NOM.SG	lett
venni	55	vesz	V-NFIN	vesz-nni
lusta	3	lusta	ADJ.NOM.SG	lusta
kitalálják	1	kitalál	V-IND.PRS.DEF.3.PL	kitalál-ják
kitalálják	1	kitalál	V-SBJV.PRS.DEF.3.PL	kitalál-ják
feküdni	15	fekszik	V-NFIN	feküd-ni
akarnak	5	akar	V-IND.PRS.INDF.3.PL	akar-nak
hasad	17	has	N.NOM-PSS2S.SG	has-ad
hasad	17	hasad	N.NOM.SG	hasad
hasad	17	hasad	V.IND.PRS.INDF.3.SG	hasad
hasad	17	hasad	V.IND.PRS.INDF.3.SG	hasad
fényes	1	fényes	ADJ.NOM.SG	fényes
ügyesek	3	ügyes	ADJ.NOM-PL	ügyes-ek
bácsival	15	bácsi	N.SG-INST	bácsi-val
bácsival	15	bácsi	ADJ.SG-INST	bácsi-val
kakaó	26	kakaó	N.NOM.SG	kakaó
akarja	20	akar	V-IND.PRS.DEF.3.SG	akar-ja
akarja	20	akar	V-SBJV.PRS.DEF.3.SG	akar-ja
kakaót	12	kakaó	N.SG-ACC	kakaó-t
mostoha	1	mostoha	N.NOM.SG	mostoha
mostoha	1	mostoha	ADJ.NOM.SG	mostoha
kaptam	38	kap	V-IND.PST.INDF.1.SG	kap-tam
kaptam	38	kap	V-IND.PST.DEF.1.SG	kap-tam
betenni	20	betesz	V-NFIN	betesz-nni
betenni	20	betesz	V-NFIN	betesz-nni
csinálok	111	csinál	V-IND.PRS.INDF.1.SG	csinál-ok
angyalt	3	angyal	N.SG-ACC	angyal-t
