SF	Freq	Lemma	Analysis	Segmentation
elvette	48	elvesz	V-IND.PST.DEF.3.SG	elvesz-tte
adja	13	ad	V-IND.PRS.DEF.3.SG	ad-ja
adja	13	ad	V-SBJV.PRS.DEF.3.SG	ad-ja
kecske	3	kecske	N.NOM.SG	kecske
nézz	170	néz	V-SBJV.PRS.INDF.2.SG	néz-j
kell	317	kell	V.IND.PRS.INDF.3.SG	kell
legyen	7	lesz	V-SBJV.PRS.INDF.3.SG	lesz-jen
én	1346	én	N.NOM.SG	én
oroszlán	16	oroszlán	N.NOM.SG	oroszlán
figyelj	15	figyel	V-SBJV.PRS.INDF.2.SG	figyel-j
mert	209	mer	V-IND.PST.INDF.3.SG	mer-t
mert	209	mer	V-V.PTCP.PST	mer-t
fog	33	fog	N.NOM.SG	fog
fog	33	fog	V.IND.PRS.INDF.3.SG	fog
jönni	10	jön	V-NFIN	jön-ni
néni	421	néni	N.NOM.SG	néni
sír	59	sír	N.NOM.SG	sír
sír	59	sír	V.IND.PRS.INDF.3.SG	sír
bajusza	8	bajusz	N.NOM-PSS3S.SG	bajusz-a
vigasszal	1	vigasz	N.SG-INST	vigasz-val
füled	2	fül	N.NOM-PSS2S.SG	fül-ed
ma	91	ma	N.NOM.SG	ma
popsija	1	popsi	N.NOM-PSS3S.SG	popsi-ja
pisilt	3	pisil	V-IND.PST.INDF.3.SG	pisil-t
pisilt	3	pisil	V-V.PTCP.PST	pisil-t
rontotta	1	ront	V-IND.PST.DEF.3.SG	ront-otta
fülét	2	fül	N.SG-PSS3S-ACC	fül-e-t
fülét	2	füle	N.SG-ACC	füle-t
tudod	69	tud	V-IND.PRS.DEF.2.SG	tud-od
mért	43	mér	V-IND.PST.INDF.3.SG	mér-t
mért	43	mér	V-V.PTCP.PST	mér-t
mért	43	mért	ADJ.NOM.SG	mért
köszönöm	59	köszön	V-IND.PRS.DEF.1.SG	köszön-öm
takaró	7	takaró	N.NOM.SG	takaró
takaró	7	takar	V-V.PTCP.PRS	takar-ó
szép	84	szép	ADJ.NOM.SG	szép
paplan	2	paplan	N.NOM.SG	paplan
adom	96	ad	V-IND.PRS.DEF.1.SG	ad-om
folyik	8	folyik	V.IND.PRS.INDF.3.SG	folyik
vérzik	2	vérzik	V.IND.PRS.INDF.3.SG	vérzik
vérzett	1	vérzik	V-IND.PST.INDF.3.SG	vérzik-ett
vérzett	1	vérzik	V-V.PTCP.PST	vérzik-ett
gyógyult	4	gyógyul	V-IND.PST.INDF.3.SG	gyógyul-t
gyógyult	4	gyógyul	V-V.PTCP.PST	gyógyul-t
beteg	34	beteg	N.NOM.SG	beteg
beteg	34	beteg	ADJ.NOM.SG	beteg
ennek	28	enn	N.NOM-PL	enn-ek
ennek	28	enn	N.SG-DAT	enn-nek
nézem	11	néz	V-IND.PRS.DEF.1.SG	néz-em
farkát	2	farok	N.SG-PSS3S-ACC	farok-a-t
farkát	2	farka	N.SG-ACC	farka-t
farka	11	farka	N.NOM.SG	farka
farka	11	farok	N.NOM-PSS3S.SG	farok-a
paplanban	1	paplan	N.SG-IN+ESS	paplan-ban
aludni	31	alszik	V-NFIN	alszik-ni
leveszik	1	levesz	V-IND.PRS.DEF.3.PL	levesz-ik
éhes	4	éhes	ADJ.NOM.SG	éhes
vacsorát	1	vacsora	N.SG-ACC	vacsora-t
bántsátok	1	bánt	V-SBJV.PRS.DEF.2.PL	bánt-játok
beteszem	15	betesz	V-IND.PRS.DEF.1.SG	betesz-em
szabad	62	szabad	N.NOM.SG	szabad
szabad	62	szabad	ADJ.NOM.SG	szabad
kivenni	21	kivesz	V-NFIN	kivesz-nni
kivette	1	kivesz	V-IND.PST.DEF.3.SG	kivesz-tte
dele	15	dél	N.NOM-PSS3S.SG	dél-e
levegyük	1	levesz	V-SBJV.PRS.DEF.1.PL	levesz-jük
kérlek	5	kér	V-IND.PRS.LGSPEC1.1.SG	kér-lek
odaadom	19	odaad	V-IND.PRS.DEF.1.SG	odaad-om
forgat	1	forgat	V.IND.PRS.INDF.3.SG	forgat
látod	45	lát	V-IND.PRS.DEF.2.SG	lát-od
forgatom	1	forgat	V-IND.PRS.DEF.1.SG	forgat-om
adod	7	ad	V-IND.PRS.DEF.2.SG	ad-od
felesleges	1	felesleges	ADJ.NOM.SG	felesleges
jövök	25	jön	V-IND.PRS.INDF.1.SG	jön-ök
jövök	25	jő	V-IND.PRS.INDF.1.SG	jő-ök
menjen	6	megy	V-SBJV.PRS.INDF.3.SG	megy-jen
menjen	6	menik	V-SBJV.PRS.INDF.3.SG	menik-jen
Gabi	9	Gabi	N.NOM.SG	Gabi
fogsz	2	fog	V-IND.PRS.INDF.2.SG.asz	fog-sz
elveszem	22	elvesz	V-IND.PRS.DEF.1.SG	elvesz-em
tej	7	tej	N.NOM.SG	tej
betettem	3	betesz	V-IND.PST.INDF.1.SG	betesz-ttem
betettem	3	betesz	V-IND.PST.DEF.1.SG	betesz-ttem
tette	3	tette	N.NOM.SG	tette
tette	3	tett	N.NOM-PSS3S.SG	tett-e
tette	3	tesz	V-IND.PST.DEF.3.SG	tesz-tte
lábast	1	lábas	N.SG-ACC	lábas-t
vedd	45	vesz	V-SBJV.PRS.DEF.2.SG	vesz-d
lehet	21	lesz	V-POT	lesz-het
tenni	19	tesz	V-NFIN	tesz-nni
teszem	13	tesz	V-IND.PRS.DEF.1.SG	tesz-em
csukom	1	csuk	V-IND.PRS.DEF.1.SG	csuk-om
sütemény	5	sütemény	N.NOM.SG	sütemény
sóval	1	só	N.SG-INST	só-val
fogom	20	fog	V-IND.PRS.DEF.1.SG	fog-om
tölteni	2	tölt	V-NFIN	tölt-eni
kihúzom	1	kihúz	V-IND.PRS.DEF.1.SG	kihúz-om
forró	3	forr	V-V.PTCP.PRS	forr-ó
forró	3	forró	ADJ.NOM.SG	forró
nagyon	39	nagy	N.SG-ON+ESS	nagy-on
nagyon	39	nagy	ADJ.SG-ON+ESS	nagy-on
gázt	4	gáz	N.SG-ACC	gáz-t
becsukom	8	becsuk	V-IND.PRS.DEF.1.SG	becsuk-om
gázba	1	gáz	N.SG-IN+ALL	gáz-ba
bele	39	bel	N.NOM-PSS3S.SG	bel-e
bele	39	bél	N.NOM-PSS3S.SG	bél-e
bele	39	bele	N.NOM.SG	bele
fér	15	fér	V.IND.PRS.INDF.3.SG	fér
ebbe	61	eb	N.SG-IN+ALL	eb-be
készen	2	kész	ADJ.SG-ON+ESS	kész-en
mosogatok	4	mosogat	V-IND.PRS.INDF.1.SG	mosogat-ok
kész	44	kész	ADJ.NOM.SG	kész
ráteszem	1	rátesz	V-IND.PRS.DEF.1.SG	rátesz-em
tud	26	tud	V.IND.PRS.INDF.3.SG	tud
erre	17	err	N.SG-ON+ALL	err-re
csavarom	2	csavar	N.NOM-PSS1S.SG	csavar-om
csavarom	2	csavar	V-IND.PRS.DEF.1.SG	csavar-om
eszek	8	esz	N.NOM-PL	esz-ek
eszek	8	ész	N.NOM-PL	ész-ek
leteszem	1	letesz	V-IND.PRS.DEF.1.SG	letesz-em
reszelek	5	reszel	V-IND.PRS.INDF.1.SG	reszel-ek
Éva	2	Éva	N.NOM.SG	Éva
sajt	12	sajt	N.NOM.SG	sajt
vizes	14	vizes	ADJ.NOM.SG	vizes
hasa	16	hasa	N.NOM.SG	hasa
hasa	16	has	N.NOM-PSS3S.SG	has-a
tör	2	tör	V.IND.PRS.INDF.3.SG	tör
sajtot	1	sajt	N.SG-ACC	sajt-ot
több	4	több	N.NOM.SG	több
több	4	több	ADJ.NOM.SG	több
várj	8	vár	V-SBJV.PRS.INDF.2.SG	vár-j
sok	79	sok	ADJ.NOM.SG	sok
nézze	1	néz	V-SBJV.PRS.DEF.3.SG	néz-je
leverted	1	lever	V-IND.PST.DEF.2.SG	lever-ted
kicsit	46	kicsi	ADJ.SG-ACC	kicsi-t
kakaó	18	kakaó	N.NOM.SG	kakaó
betenni	6	betesz	V-NFIN	betesz-nni
csinálok	51	csinál	V-IND.PRS.INDF.1.SG	csinál-ok
angyalt	1	angyal	N.SG-ACC	angyal-t
angyal	2	angyal	N.NOM.SG	angyal
akarok	43	akar	V-IND.PRS.INDF.1.SG	akar-ok
malacok	4	malac	N.NOM-PL	malac-ok
malacok	4	malac	ADJ.NOM-PL	malac-ok
tepsit	2	tepsi	N.SG-ACC	tepsi-t
malac	5	malac	N.NOM.SG	malac
malac	5	malac	ADJ.NOM.SG	malac
kórházba	5	kórház	N.SG-IN+ALL	kórház-ba
nyitni	1	nyit	V-NFIN	nyit-ni
ajtót	6	ajtó	N.SG-ACC	ajtó-t
tepsi	3	tepsi	N.NOM.SG	tepsi
darálva	2	darál	V-V.CVB	darál-va
daráltam	1	darál	V-IND.PST.INDF.1.SG	darál-tam
daráltam	1	darál	V-IND.PST.DEF.1.SG	darál-tam
magasra	12	magas	ADJ.SG-ON+ALL	magas-ra
kacsa	16	kacs	N.NOM-PSS3S.SG	kacs-a
kacsa	16	kacsa	N.NOM.SG	kacsa
játszunk	19	játszik	V-IND.PRS.INDF.1.PL	játszik-unk
tudom	248	tud	V-IND.PRS.DEF.1.SG	tud-om
rakni	4	rak	V-NFIN	rak-ni
kap	20	kap	V.IND.PRS.INDF.3.SG	kap
ebédet	6	ebéd	N.SG-ACC	ebéd-et
ebéd	22	ebéd	N.NOM.SG	ebéd
vegyük	16	vesz	V-SBJV.PRS.DEF.1.PL	vesz-jük
megcsinálom	6	megcsinál	V-IND.PRS.DEF.1.SG	megcsinál-om
hintát	3	hinta	N.SG-ACC	hinta-t
lót	3	lót	V.IND.PRS.INDF.3.SG	lót
szállok	3	száll	V-IND.PRS.INDF.1.SG	száll-ok
leestél	2	leesik	V-IND.PST.INDF.2.SG	leesik-tél
mókus	26	mókus	N.NOM.SG	mókus
nézd	145	néz	V-SBJV.PRS.DEF.2.SG	néz-d
leült	1	leül	V-IND.PST.INDF.3.SG	leül-t
leült	1	leül	V-V.PTCP.PST	leül-t
leülsz	1	leül	V-IND.PRS.INDF.2.SG.asz	leül-sz
sárgát	1	sárga	ADJ.SG-ACC	sárga-t
feketét	18	fekete	N.SG-ACC	fekete-t
feketét	18	fekete	ADJ.SG-ACC	fekete-t
adok	37	ad	V-IND.PRS.INDF.1.SG	ad-ok
kéket	5	kék	N.SG-ACC	kék-et
kéket	5	kék	ADJ.SG-ACC	kék-et
egy	507	egy	N.NOM.SG	egy
zöldet	6	zöld	ADJ.SG-ACC	zöld-et
piros	32	piros	N.NOM.SG	piros
Barna	674	Barna	N.NOM.SG	Barna
bácsi	904	bácsi	N.NOM.SG	bácsi
bácsi	904	bácsi	ADJ.NOM.SG	bácsi
raktam	1	rak	V-IND.PST.INDF.1.SG	rak-tam
raktam	1	rak	V-IND.PST.DEF.1.SG	rak-tam
képzeld	8	képzel	V-SBJV.PRS.DEF.2.SG	képzel-d
nagy	186	nagy	N.NOM.SG	nagy
nagy	186	nagy	ADJ.NOM.SG	nagy
focival	2	foci	N.SG-INST	foci-val
csináljunk	31	csinál	V-SBJV.PRS.INDF.1.PL	csinál-junk
fehéret	2	fehér	N.SG-ACC	fehér-et
fehéret	2	fehér	ADJ.SG-ACC	fehér-et
fehér	8	fehér	N.NOM.SG	fehér
fehér	8	fehér	ADJ.NOM.SG	fehér
bácsit	30	bácsi	N.SG-ACC	bácsi-t
bácsit	30	bácsi	ADJ.SG-ACC	bácsi-t
falud	1	falu	N.NOM-PSS2S.SG	falu-d
puskám	23	puska	N.NOM-PSS1S.SG	puska-m
három	19	három	N.NOM.SG	három
elrontotta	11	elront	V-IND.PST.DEF.3.SG	elront-otta
Peti	6	Peti	N.NOM.SG	Peti
rossz	21	rossz	N.NOM.SG	rossz
rossz	21	rossz	ADJ.NOM.SG	rossz
hajad	2	haj	N.NOM-PSS2S.SG	haj-ad
hajad	2	hajad	N.NOM.SG	hajad
fekete	25	fekete	N.NOM.SG	fekete
fekete	25	fekete	ADJ.NOM.SG	fekete
eldobom	3	eldob	V-IND.PRS.DEF.1.SG	eldob-om
eldobtam	12	eldob	V-IND.PST.INDF.1.SG	eldob-tam
eldobtam	12	eldob	V-IND.PST.DEF.1.SG	eldob-tam
puskát	12	puska	N.SG-ACC	puska-t
farkas	32	farkas	N.NOM.SG	farkas
megint	34	megint	V.IND.PRS.INDF.3.SG	megint
szokott	5	szokik	V-IND.PST.INDF.3.SG	szokik-ott
szokott	5	szokik	V-V.PTCP.PST	szokik-ott
szokott	5	szokott	ADJ.NOM.SG	szokott
ugrálni	6	ugrál	V-NFIN	ugrál-ni
hátra	4	hát	N.SG-ON+ALL	hát-ra
kicsi	116	kicsi	ADJ.NOM.SG	kicsi
ugrál	7	ugrál	V.IND.PRS.INDF.3.SG	ugrál
csináltam	11	csinál	V-IND.PST.INDF.1.SG	csinál-tam
csináltam	11	csinál	V-IND.PST.DEF.1.SG	csinál-tam
farkasok	4	farkas	N.NOM-PL	farkas-ok
kapta	3	kap	V-IND.PST.DEF.3.SG	kap-ta
salátát	5	saláta	N.SG-ACC	saláta-t
otthon	13	otthon	N.NOM.SG	otthon
könyv	16	könyv	N.NOM.SG	könyv
könyvem	1	könyv	N.NOM-PSS1S.SG	könyv-em
pici	188	pici	N.NOM.SG	pici
pici	188	pici	ADJ.NOM.SG	pici
ujjam	6	ujj	N.NOM-PSS1S.SG	ujj-am
fájt	9	fáj	V-IND.PST.INDF.3.SG	fáj-t
fájt	9	fáj	V-V.PTCP.PST	fáj-t
tó	5	tó	N.NOM.SG	tó
puszilni	1	puszil	V-NFIN	puszil-ni
ujjad	2	ujj	N.NOM-PSS2S.SG	ujj-ad
rendetlen	2	rendetlen	ADJ.NOM.SG	rendetlen
megyek	91	megy	V-IND.PRS.INDF.1.SG	megy-ek
kockázni	1	kockázik	V-NFIN	kockázik-ni
kezdtem	2	kezd	V-IND.PST.INDF.1.SG	kezd-tem
kezdtem	2	kezd	V-IND.PST.DEF.1.SG	kezd-tem
kérsz	26	kér	V-IND.PRS.INDF.2.SG.asz	kér-sz
szappant	5	szappan	N.SG-ACC	szappan-t
földre	3	föld	N.SG-ON+ALL	föld-re
ugráltam	2	ugrál	V-IND.PST.INDF.1.SG	ugrál-tam
m	325	m	N.NOM.SG	m
trolibusz	1	trolibusz	N.NOM.SG	trolibusz
szeretne	1	szeret	V-COND.PRS.INDF.3.SG	szeret-ne
róka	102	róka	N.NOM.SG	róka
tették	10	tesz	V-IND.PST.DEF.3.PL	tesz-tték
tett	2	tett	N.NOM.SG	tett
tett	2	tesz	V-IND.PST.INDF.3.SG	tesz-tt
tett	2	tesz	V-V.PTCP.PST	tesz-tt
vigyem	1	visz	V-SBJV.PRS.DEF.1.SG	visz-jem
valód	1	való	N.NOM-PSS2S.SG	való-d
meghaltak	1	meghal	V-IND.PST.INDF.3.PL	meghal-tak
csigabiga	3	csigabiga	N.NOM.SG	csigabiga
kák	2	ká	N.NOM-PL	ká-k
mozog	3	mozog	V.IND.PRS.INDF.3.SG	mozog
jaj	148	jaj	N.NOM.SG	jaj
torony	24	torony	N.NOM.SG	torony
térded	1	térd	N.NOM-PSS2S.SG	térd-ed
köp	3	köp	V.IND.PRS.INDF.3.SG	köp
fiuk	1	fi	N.NOM-PSS3P.SG	fi-uk
fiuk	1	fiuk	N.NOM.SG	fiuk
jön	121	jön	V.IND.PRS.INDF.3.SG	jön
kavicsot	6	kavics	N.SG-ACC	kavics-ot
venni	13	vesz	V-NFIN	vesz-nni
elestem	14	elesik	V-IND.PST.INDF.1.SG	elesik-tem
tudja	1	tud	V-IND.PRS.DEF.3.SG	tud-ja
tudja	1	tud	V-SBJV.PRS.DEF.3.SG	tud-ja
másszunk	2	mászik	V-SBJV.PRS.INDF.1.PL	mászik-junk
hajolj	2	hajol	V-SBJV.PRS.INDF.2.SG	hajol-j
hajolj	2	hajlik	V-SBJV.PRS.INDF.2.SG	hajlik-j
kopasz	1	kopasz	ADJ.NOM.SG	kopasz
lesz	77	lesz	V.IND.PRS.INDF.3.SG	lesz
kávé	17	kávé	N.NOM.SG	kávé
ebben	9	eb	N.SG-IN+ESS	eb-ben
csoki	2	csoki	N.NOM.SG	csoki
hozok	19	hoz	V-IND.PRS.INDF.1.SG	hoz-ok
teszek	6	tesz	V-IND.PRS.INDF.1.SG	tesz-ek
limonádét	1	limonádé	N.SG-ACC	limonádé-t
borsó	11	borsó	N.NOM.SG	borsó
paprika	3	paprika	N.NOM.SG	paprika
leülök	4	leül	V-IND.PRS.INDF.1.SG	leül-ök
mama	151	mama	N.NOM.SG	mama
kézzel	5	kéz	N.SG-INST	kéz-vel
fogni	5	fog	V-NFIN	fog-ni
fogok	13	fog	V-IND.PRS.INDF.1.SG	fog-ok
pillanat	1	pillanat	N.NOM.SG	pillanat
tiszták	1	tiszta	N.NOM-PL	tiszta-k
tiszták	1	tiszta	ADJ.NOM-PL	tiszta-k
kapsz	9	kap	V-IND.PRS.INDF.2.SG.asz	kap-sz
mosakodni	1	mosakszik	V-NFIN	mosakszik-ni
mosakodni	1	mosakodik	V-NFIN	mosakodik-ni
indul	22	indul	V.IND.PRS.INDF.3.SG	indul
vonat	44	vonat	N.NOM.SG	vonat
add	96	ad	V-SBJV.PRS.DEF.2.SG	ad-d
néninek	8	néni	N.SG-DAT	néni-nek
edény	3	edény	N.NOM.SG	edény
fal	8	fal	N.NOM.SG	fal
fal	8	fal	V.IND.PRS.INDF.3.SG	fal
egészen	3	egész	N.SG-ON+ESS	egész-en
egészen	3	egész	ADJ.SG-ON+ESS	egész-en
Laci	15	Laci	N.NOM.SG	Laci
köll	2	köll	V.IND.PRS.INDF.3.SG	köll
mer	10	mer	V.IND.PRS.INDF.3.SG	mer
cuki	1	cuki	N.NOM.SG	cuki
cuki	1	cuki	ADJ.NOM.SG	cuki
cumit	6	cumi	N.SG-ACC	cumi-t
homok	25	homok	N.NOM.SG	homok
volt	101	volt	N.NOM.SG	volt
kaptam	19	kap	V-IND.PST.INDF.1.SG	kap-tam
kaptam	19	kap	V-IND.PST.DEF.1.SG	kap-tam
csokit	16	csoki	N.SG-ACC	csoki-t
köpd	4	köp	V-SBJV.PRS.DEF.2.SG	köp-d
leszel	5	lesz	V-IND.PRS.INDF.2.SG.Ol	lesz-el
szeretem	15	szeret	V-IND.PRS.DEF.1.SG	szeret-em
nadrág	2	nadrág	N.NOM.SG	nadrág
egyet	87	egy	N.SG-ACC	egy-et
elrontjuk	1	elront	V-IND.PRS.DEF.1.PL	elront-juk
szórd	3	szór	V-SBJV.PRS.DEF.2.SG	szór-d
fogd	6	fog	V-SBJV.PRS.DEF.2.SG	fog-d
szórom	1	szór	V-IND.PRS.DEF.1.SG	szór-om
szeptemberbe	1	szeptember	N.SG-IN+ALL	szeptember-be
kocsid	2	kocsi	N.NOM-PSS2S.SG	kocsi-d
eldöntöttem	2	eldönt	V-IND.PST.INDF.1.SG	eldönt-öttem
eldöntöttem	2	eldönt	V-IND.PST.DEF.1.SG	eldönt-öttem
koszos	5	koszos	ADJ.NOM.SG	koszos
gyógyszer	1	gyógyszer	N.NOM.SG	gyógyszer
adta	6	ad	V-IND.PST.DEF.3.SG	ad-ta
karddal	2	kard	N.SG-INST	kard-val
busz	7	busz	N.NOM.SG	busz
elment	62	elment	V.IND.PRS.INDF.3.SG	elment
kalapálom	1	kalapál	V-IND.PRS.DEF.1.SG	kalapál-om
csináltunk	2	csinál	V-IND.PST.INDF.1.PL	csinál-tunk
romlott	5	romlik	V-IND.PST.INDF.3.SG	romlik-ott
romlott	5	romlik	V-V.PTCP.PST	romlik-ott
romlott	5	romlott	ADJ.NOM.SG	romlott
megcsináltam	7	megcsinál	V-IND.PST.INDF.1.SG	megcsinál-tam
megcsináltam	7	megcsinál	V-IND.PST.DEF.1.SG	megcsinál-tam
Viktor	7	Viktor	N.NOM.SG	Viktor
szerv	1	szerv	N.NOM.SG	szerv
szer	3	szer	N.NOM.SG	szer
lapát	12	lapát	N.NOM.SG	lapát
tele	6	tele	N.NOM.SG	tele
tele	6	tél	N.NOM-PSS3S.SG	tél-e
csinálj	12	csinál	V-SBJV.PRS.INDF.2.SG	csinál-j
puska	11	puska	N.NOM.SG	puska
elesett	5	elesik	V-IND.PST.INDF.3.SG	elesik-ett
elesett	5	elesik	V-V.PTCP.PST	elesik-ett
katona	19	katona	N.NOM.SG	katona
kalapálnom	1	kalapál	V-NFIN.1.SG	kalapál-nom
tudtam	4	tud	V-IND.PST.INDF.1.SG	tud-tam
tudtam	4	tud	V-IND.PST.DEF.1.SG	tud-tam
megcsinálni	2	megcsinál	V-NFIN	megcsinál-ni
térre	2	tér	N.SG-ON+ALL	tér-re
menjünk	64	megy	V-SBJV.PRS.INDF.1.PL	megy-jünk
menjünk	64	menik	V-SBJV.PRS.INDF.1.PL	menik-jünk
elverted	1	elver	V-IND.PST.DEF.2.SG	elver-ted
tudok	98	tud	V-IND.PRS.INDF.1.SG	tud-ok
elcsúsztam	1	elcsúszik	V-IND.PST.INDF.1.SG	elcsúszik-tam
tetet	1	tetet	V.IND.PRS.INDF.3.SG	tetet
gombóc	1	gombóc	N.NOM.SG	gombóc
cukorkát	1	cukorka	N.SG-ACC	cukorka-t
cseresznyét	1	cseresznye	N.SG-ACC	cseresznye-t
vettem	7	vesz	V-IND.PST.INDF.1.SG	vesz-ttem
vettem	7	vesz	V-IND.PST.DEF.1.SG	vesz-ttem
köt	6	köt	V.IND.PRS.INDF.3.SG	köt
gombócot	3	gombóc	N.SG-ACC	gombóc-ot
homokot	25	homok	N.SG-ACC	homok-ot
teszünk	4	tesz	V-IND.PRS.INDF.1.PL	tesz-ünk
megy	115	megy	V.IND.PRS.INDF.3.SG	megy
hordani	1	hord	V-NFIN	hord-ani
cukor	3	cukor	N.NOM.SG	cukor
betyárja	1	betyár	N.NOM-PSS3S.SG	betyár-ja
betyár	1	betyár	N.NOM.SG	betyár
visszük	9	visz	V-IND.PRS.DEF.1.PL	visz-jük
viszek	1	visz	V-IND.PRS.INDF.1.SG	visz-ek
hát	437	há	N.SG-ACC	há-t
hát	437	hát	N.NOM.SG	hát
elég	11	elég	N.NOM.SG	elég
elég	11	elég	V.IND.PRS.INDF.3.SG	elég
elég	11	elég	ADJ.NOM.SG	elég
sokat	16	sok	ADJ.SG-ACC	sok-at
vinni	2	visz	V-NFIN	visz-nni
saláta	4	saláta	N.NOM.SG	saláta
adunk	2	adunk	N.NOM.SG	adunk
adunk	2	adu	N.NOM-PSS1P.SG	adu-nk
adunk	2	ad	V-IND.PRS.INDF.1.PL	ad-unk
bottal	5	bot	N.SG-INST	bot-val
kötlek	1	köt	V-IND.PRS.LGSPEC1.1.SG	köt-lek
tudsz	6	tud	V-IND.PRS.INDF.2.SG.asz	tud-sz
mozdulj	1	mozdul	V-SBJV.PRS.INDF.2.SG	mozdul-j
nézzem	28	néz	V-SBJV.PRS.DEF.1.SG	néz-jem
szúr	4	szúr	V.IND.PRS.INDF.3.SG	szúr
kötsz	1	köt	V-IND.PRS.INDF.2.SG.asz	köt-sz
g	8	g	N.NOM.SG	g
vigyük	2	visz	V-SBJV.PRS.DEF.1.PL	visz-jük
emeljük	3	emel	V-IND.PRS.DEF.1.PL	emel-jük
emeljük	3	emel	V-SBJV.PRS.DEF.1.PL	emel-jük
nehéz	5	nehéz	N.NOM.SG	nehéz
nehéz	5	nehéz	ADJ.NOM.SG	nehéz
kivesszük	5	kivesz	V-IND.PRS.DEF.1.PL	kivesz-jük
nagyot	31	nagy	N.SG-ACC	nagy-ot
nagyot	31	nagy	ADJ.SG-ACC	nagy-ot
hógolyó	2	hógolyó	N.NOM.SG	hógolyó
hógolyót	3	hógolyó	N.SG-ACC	hógolyó-t
tévé	10	tévé	N.NOM.SG	tévé
tévé	10	té	N.SG-TRANS	té-vé
kapcsolt	1	kapcsol	V-IND.PST.INDF.3.SG	kapcsol-t
kapcsolt	1	kapcsol	V-V.PTCP.PST	kapcsol-t
nézed	3	néz	V-IND.PRS.DEF.2.SG	néz-ed
tévét	3	tévé	N.SG-ACC	tévé-t
mész	24	mész	N.NOM.SG	mész
mész	24	megy	V-IND.PRS.INDF.2.SG.asz	megy-sz
jössz	26	jön	V-IND.PRS.INDF.2.SG.asz	jön-sz
kaviccsal	2	kavics	N.SG-INST	kavics-val
bezárva	1	bezár	V-V.CVB	bezár-va
zsebbe	1	zseb	N.SG-IN+ALL	zseb-be
homokos	2	homokos	N.NOM.SG	homokos
homokos	2	homokos	ADJ.NOM.SG	homokos
tetszett	1	tetszik	V-IND.PST.INDF.3.SG	tetszik-ett
tetszett	1	tetszik	V-V.PTCP.PST	tetszik-ett
finomat	1	finom	ADJ.SG-ACC	finom-at
estem	4	est	N.NOM-PSS1S.SG	est-em
estem	4	esik	V-IND.PST.INDF.1.SG	esik-tem
játszottam	2	játszik	V-IND.PST.INDF.1.SG	játszik-ottam
játszottam	2	játszik	V-IND.PST.DEF.1.SG	játszik-ottam
Lacival	4	Laci	N.SG-INST	Laci-val
játszottunk	1	játszik	V-IND.PST.INDF.1.PL	játszik-ottunk
ugatott	1	ugat	V-IND.PST.INDF.3.SG	ugat-ott
ugatott	1	ugat	V-V.PTCP.PST	ugat-ott
Dunára	2	Duna	N.SG-ON+ALL	Duna-ra
taxival	2	taxi	N.SG-INST	taxi-val
tavasszal	1	tavasz	N.SG-INST	tavasz-val
Andi	47	Andi	N.NOM.SG	Andi
mér	6	mér	V.IND.PRS.INDF.3.SG	mér
Miklós	8	Miklós	N.NOM.SG	Miklós
dobd	6	dob	V-SBJV.PRS.DEF.2.SG	dob-d
egészet	4	egész	N.SG-ACC	egész-et
egészet	4	egész	ADJ.SG-ACC	egész-et
akarja	1	akar	V-IND.PRS.DEF.3.SG	akar-ja
