SF	Freq	Lemma	Analysis	Segmentation
kán	2	kán	N.NOM.SG	kán
ví	2	ví	V.IND.PRS.INDF.3.SG	ví
emu	2	emu	N.NOM.SG	emu
megye	2	megye	N.NOM.SG	megye
sáros	2	sáros	ADJ.NOM.SG	sáros
budi	2	budi	N.NOM.SG	budi
basa	2	basa	N.NOM.SG	basa
tölteni	2	tölt	V-NFIN	tölt-eni
csavarom	2	csavar	N.NOM-PSS1S.SG	csavar-om
focival	2	foci	N.SG-INST	foci-val
kezdtem	2	kezd	V-IND.PST.INDF.1.SG	kezd-tem
ugráltam	2	ugrál	V-IND.PST.INDF.1.SG	ugrál-tam
kák	2	ká	N.NOM-PL	ká-k
másszunk	2	mászik	V-SBJV.PRS.INDF.1.PL	mászik-junk
kocsid	2	kocsi	N.NOM-PSS2S.SG	kocsi-d
eldöntöttem	2	eldönt	V-IND.PST.INDF.1.SG	eldönt-öttem
játszottam	2	játszik	V-IND.PST.INDF.1.SG	játszik-ottam
taxival	2	taxi	N.SG-INST	taxi-val
fésülni	2	fésül	V-NFIN	fésül-ni
leültem	2	leül	V-IND.PST.INDF.1.SG	leül-tem
piszkálod	2	piszkál	V-IND.PRS.DEF.2.SG	piszkál-od
rontsa	2	ront	V-SBJV.PRS.DEF.3.SG	ront-ja
házik	2	házi	N.NOM-PL	házi-k
háztól	2	ház	N.SG-AT+ABL	ház-tól
nézzetek	2	néz	V-SBJV.PRS.INDF.2.PL	néz-jetek
andim	2	andi	N.NOM-PSS1S.SG	andi-m
számolják	2	számol	V-IND.PRS.DEF.3.PL	számol-ják
ugrálj	2	ugrál	V-SBJV.PRS.INDF.2.SG	ugrál-j
sütöttem	2	süt	V-IND.PST.INDF.1.SG	süt-öttem
vonatról	2	vonat	N.SG-ON+ABL	vonat-ról
kitört	2	kitör	V-IND.PST.INDF.3.SG	kitör-t
tess	2	tetik	V-SBJV.PRS.INDF.2.SG	tetik-j
kalapom	2	kalap	N.NOM-PSS1S.SG	kalap-om
megbántom	2	megbánt	V-IND.PRS.DEF.1.SG	megbánt-om
felállok	2	feláll	V-IND.PRS.INDF.1.SG	feláll-ok
végállomásból	2	végállomás	N.SG-IN+ABL	végállomás-ból
betettelek	2	betesz	V-IND.PST.LGSPEC1.1.SG	betesz-telek
hévvel	2	hév	N.SG-INST	hév-vel
lelövöm	2	lelő	V-IND.PRS.DEF.1.SG	lelő-öm
öntöttem	2	önt	V-IND.PST.INDF.1.SG	önt-öttem
összeszedem	2	összeszed	V-IND.PRS.DEF.1.SG	összeszed-em
sört	2	sör	N.SG-ACC	sör-t
beviszem	2	bevisz	V-IND.PRS.DEF.1.SG	bevisz-em
megfogok	2	megfog	V-IND.PRS.INDF.1.SG	megfog-ok
leszállunk	2	leszáll	V-IND.PRS.INDF.1.PL	leszáll-unk
toron	2	tor	N.SG-ON+ESS	tor-on
toldom	2	told	V-IND.PRS.DEF.1.SG	told-om
golyók	2	golyó	N.NOM-PL	golyó-k
aduk	2	adu	N.NOM-PL	adu-k
mát	2	ma	N.SG-ACC	ma-t
elvesszünk	2	elveszt	V-SBJV.PRS.INDF.1.PL	elveszt-jünk
jegyet	2	jegy	N.SG-ACC	jegy-et
findzsát	2	findzsa	N.SG-ACC	findzsa-t
megnézzünk	2	megnéz	V-SBJV.PRS.INDF.1.PL	megnéz-jünk
fölülsz	2	fölül	V-IND.PRS.INDF.2.SG	fölül-sz
hallgatom	2	hallgat	V-IND.PRS.DEF.1.SG	hallgat-om
leszállsz	2	leszáll	V-IND.PRS.INDF.2.SG	leszáll-sz
ták	2	tá	N.NOM-PL	tá-k
csével	2	csé	N.SG-INST	csé-vel
garázsa	2	garázs	N.NOM-PSS3S.SG	garázs-a
mosogatom	2	mosogat	V-IND.PRS.DEF.1.SG	mosogat-om
szúrt	2	szúr	V-IND.PST.INDF.3.SG	szúr-t
helikoptert	2	helikopter	N.SG-ACC	helikopter-t
ültek	2	ül	V-IND.PST.INDF.3.PL	ül-tek
játékom	2	játék	N.NOM-PSS1S.SG	játék-om
miklósnak	2	miklós	N.SG-DAT	miklós-nak
eltörtem	2	eltör	V-IND.PST.INDF.1.SG	eltör-tem
anyukának	2	anyuka	N.SG-DAT	anyuka-nak
ebed	2	eb	N.NOM-PSS2S.SG	eb-ed
megütöm	2	megüt	V-IND.PRS.DEF.1.SG	megüt-öm
fürödsz	2	fürdik	V-IND.PRS.INDF.2.SG	fürdik-sz
papija	2	papi	N.NOM-PSS3S.SG	papi-ja
építek	2	épít	V-IND.PRS.INDF.1.SG	épít-ek
hinták	2	hinta	N.NOM-PL	hinta-k
hálóingbe	2	hálóing	N.SG-IN+ALL	hálóing-be
látsszanak	2	látszik	V-SBJV.PRS.INDF.3.PL	látszik-janak
micsodák	2	micsoda	N.NOM-PL	micsoda-k
öltözött	2	öltözik	V-IND.PST.INDF.3.SG	öltözik-ött
ménem	2	mén	N.NOM-PSS1S.SG	mén-em
tana	2	tan	N.NOM-PSS3S.SG	tan-a
porszívók	2	porszívó	N.NOM-PL	porszívó-k
jakjuk	2	jak	N.NOM-PSS3P.SG	jak-juk
jakom	2	jak	N.NOM-PSS1S.SG	jak-om
dőlök	2	dől	V-IND.PRS.INDF.1.SG	dől-ök
vejed	2	vő	N.NOM-PSS2S.SG	vő-ed
becsípte	2	becsíp	V-IND.PST.DEF.3.SG	becsíp-te
fogást	2	fogás	N.SG-ACC	fogás-t
fényképezzek	2	fényképez	V-SBJV.PRS.INDF.1.SG	fényképez-jek
lámával	2	láma	N.SG-INST	láma-val
fogytam	2	fogy	V-IND.PST.INDF.1.SG	fogy-tam
szaladunk	2	szalad	V-IND.PRS.INDF.1.PL	szalad-unk
pop	1	pop	N.NOM.SG	pop
forgat	1	forgat	V.IND.PRS.INDF.3.SG	forgat
felesleges	1	felesleges	ADJ.NOM.SG	felesleges
cuki	1	cuki	N.NOM.SG	cuki
betyár	1	betyár	N.NOM.SG	betyár
eb	1	eb	N.NOM.SG	eb
mari	1	mari	N.NOM.SG	mari
dühöng	1	dühöng	V.IND.PRS.INDF.3.SG	dühöng
remeg	1	remeg	V.IND.PRS.INDF.3.SG	remeg
csipog	1	csipog	V.IND.PRS.INDF.3.SG	csipog
garázs	1	garázs	N.NOM.SG	garázs
jancsi	1	jancsi	N.NOM.SG	jancsi
anyja	1	anyja	N.NOM.SG	anyja
végállomás	1	végállomás	N.NOM.SG	végállomás
nagyanyám	1	nagyanyám	N.NOM.SG	nagyanyám
vilmos	1	vilmos	N.NOM.SG	vilmos
fi	1	fi	N.NOM.SG	fi
hang	1	hang	N.NOM.SG	hang
közért	1	közért	N.NOM.SG	közért
vezeték	1	vezeték	N.NOM.SG	vezeték
ideges	1	ideges	ADJ.NOM.SG	ideges
kastély	1	kastély	N.NOM.SG	kastély
lenyel	1	lenyel	V.IND.PRS.INDF.3.SG	lenyel
köz	1	köz	N.NOM.SG	köz
csónak	1	csónak	N.NOM.SG	csónak
kölyök	1	kölyök	N.NOM.SG	kölyök
falu	1	falu	N.NOM.SG	falu
elkezd	1	elkezd	V.IND.PRS.INDF.3.SG	elkezd
indít	1	indít	V.IND.PRS.INDF.3.SG	indít
szeg	1	szeg	N.NOM.SG	szeg
koca	1	koca	N.NOM.SG	koca
tor	1	tor	N.NOM.SG	tor
ideg	1	ideg	N.NOM.SG	ideg
mamut	1	mamut	N.NOM.SG	mamut
duma	1	duma	N.NOM.SG	duma
kos	1	kos	N.NOM.SG	kos
tok	1	tok	N.NOM.SG	tok
földalatti	1	földalatti	ADJ.NOM.SG	földalatti
lap	1	lap	N.NOM.SG	lap
szobatiszta	1	szobatiszta	ADJ.NOM.SG	szobatiszta
készül	1	készül	V.IND.PRS.INDF.3.SG	készül
egerem	1	egerem	N.NOM.SG	egerem
findzsa	1	findzsa	N.NOM.SG	findzsa
hamis	1	hamis	ADJ.NOM.SG	hamis
kelvirág	1	kelvirág	N.NOM.SG	kelvirág
bedob	1	bedob	V.IND.PRS.INDF.3.SG	bedob
karát	1	karát	N.NOM.SG	karát
arat	1	arat	V.IND.PRS.INDF.3.SG	arat
faló	1	faló	N.NOM.SG	faló
vita	1	vita	N.NOM.SG	vita
avat	1	avat	V.IND.PRS.INDF.3.SG	avat
pára	1	pára	N.NOM.SG	pára
megkér	1	megkér	V.IND.PRS.INDF.3.SG	megkér
ugor	1	ugor	N.NOM.SG	ugor
óz	1	óz	N.NOM.SG	óz
lé	1	lé	N.NOM.SG	lé
falka	1	falka	N.NOM.SG	falka
fül	1	fül	N.NOM.SG	fül
len	1	len	N.NOM.SG	len
font	1	font	N.NOM.SG	font
vágy	1	vágy	N.NOM.SG	vágy
kivi	1	kivi	N.NOM.SG	kivi
elmond	1	elmond	V.IND.PRS.INDF.3.SG	elmond
megmond	1	megmond	V.IND.PRS.INDF.3.SG	megmond
mosdó	1	mosdó	N.NOM.SG	mosdó
könyök	1	könyök	N.NOM.SG	könyök
sarka	1	sarka	N.NOM.SG	sarka
ín	1	ín	N.NOM.SG	ín
rita	1	rita	N.NOM.SG	rita
hurka	1	hurka	N.NOM.SG	hurka
nudli	1	nudli	N.NOM.SG	nudli
mente	1	mente	N.NOM.SG	mente
dédi	1	dédi	N.NOM.SG	dédi
csöng	1	csöng	V.IND.PRS.INDF.3.SG	csöng
megmutat	1	megmutat	V.IND.PRS.INDF.3.SG	megmutat
köpeny	1	köpeny	N.NOM.SG	köpeny
becsuk	1	becsuk	V.IND.PRS.INDF.3.SG	becsuk
öl	1	öl	N.NOM.SG	öl
tűz	1	tűz	N.NOM.SG	tűz
búb	1	búb	N.NOM.SG	búb
kirak	1	kirak	V.IND.PRS.INDF.3.SG	kirak
csuk	1	csuk	V.IND.PRS.INDF.3.SG	csuk
sí	1	sí	N.NOM.SG	sí
lég	1	lég	N.NOM.SG	lég
has	1	has	N.NOM.SG	has
vak	1	vak	ADJ.NOM.SG	vak
aranyérem	1	aranyérem	N.NOM.SG	aranyérem
óriás	1	óriás	N.NOM.SG	óriás
puccs	1	puccs	N.NOM.SG	puccs
jen	1	jen	N.NOM.SG	jen
nemi	1	nemi	ADJ.NOM.SG	nemi
bál	1	bál	N.NOM.SG	bál
béke	1	béke	N.NOM.SG	béke
falatok	1	falatok	N.NOM.SG	falatok
jő	1	jő	V.IND.PRS.INDF.3.SG	jő
öntő	1	öntő	N.NOM.SG	öntő
ing	1	ing	N.NOM.SG	ing
tat	1	tat	N.NOM.SG	tat
lop	1	lop	V.IND.PRS.INDF.3.SG	lop
okik	1	okik	V.IND.PRS.INDF.3.SG	okik
takar	1	takar	V.IND.PRS.INDF.3.SG	takar
fütyül	1	fütyül	V.IND.PRS.INDF.3.SG	fütyül
boksz	1	boksz	N.NOM.SG	boksz
pocak	1	pocak	N.NOM.SG	pocak
viza	1	viza	N.NOM.SG	viza
bont	1	bont	V.IND.PRS.INDF.3.SG	bont
messzi	1	messzi	N.NOM.SG	messzi
erkély	1	erkély	N.NOM.SG	erkély
atya	1	atya	N.NOM.SG	atya
év	1	év	N.NOM.SG	év
minta	1	minta	N.NOM.SG	minta
akad	1	akad	V.IND.PRS.INDF.3.SG	akad
eke	1	eke	N.NOM.SG	eke
egyetem	1	egyetem	N.NOM.SG	egyetem
hólyag	1	hólyag	N.NOM.SG	hólyag
köldök	1	köldök	N.NOM.SG	köldök
földje	1	földje	N.NOM.SG	földje
kéz	1	kéz	N.NOM.SG	kéz
ebadta	1	ebadta	ADJ.NOM.SG	ebadta
cső	1	cső	N.NOM.SG	cső
tő	1	tő	N.NOM.SG	tő
buldog	1	buldog	N.NOM.SG	buldog
kel	1	kel	N.NOM.SG	kel
fék	1	fék	N.NOM.SG	fék
nézeget	1	nézeget	V.IND.PRS.INDF.3.SG	nézeget
sonka	1	sonka	N.NOM.SG	sonka
táj	1	táj	N.NOM.SG	táj
fok	1	fok	N.NOM.SG	fok
ajz	1	ajz	V.IND.PRS.INDF.3.SG	ajz
alja	1	alja	N.NOM.SG	alja
teker	1	teker	V.IND.PRS.INDF.3.SG	teker
vigasszal	1	vigasz	N.SG-INST	vigasz-val
paplanban	1	paplan	N.SG-IN+ESS	paplan-ban
bántsátok	1	bánt	V-SBJV.PRS.DEF.2.PL	bánt-játok
forgatom	1	forgat	V-IND.PRS.DEF.1.SG	forgat-om
csukom	1	csuk	V-IND.PRS.DEF.1.SG	csuk-om
sóval	1	só	N.SG-INST	só-val
gázba	1	gáz	N.SG-IN+ALL	gáz-ba
ráteszem	1	rátesz	V-IND.PRS.DEF.1.SG	rátesz-em
leverted	1	lever	V-IND.PST.DEF.2.SG	lever-ted
daráltam	1	darál	V-IND.PST.INDF.1.SG	darál-tam
falud	1	falu	N.NOM-PSS2S.SG	falu-d
könyvem	1	könyv	N.NOM-PSS1S.SG	könyv-em
puszilni	1	puszil	V-NFIN	puszil-ni
valód	1	való	N.NOM-PSS2S.SG	való-d
limonádét	1	limonádé	N.SG-ACC	limonádé-t
elrontjuk	1	elront	V-IND.PRS.DEF.1.PL	elront-juk
szórom	1	szór	V-IND.PRS.DEF.1.SG	szór-om
szeptemberbe	1	szeptember	N.SG-IN+ALL	szeptember-be
kalapálom	1	kalapál	V-IND.PRS.DEF.1.SG	kalapál-om
kalapálnom	1	kalapál	V-NFIN.1.SG	kalapál-nom
elverted	1	elver	V-IND.PST.DEF.2.SG	elver-ted
elcsúsztam	1	elcsúszik	V-IND.PST.INDF.1.SG	elcsúszik-tam
cseresznyét	1	cseresznye	N.SG-ACC	cseresznye-t
hordani	1	hord	V-NFIN	hord-ani
betyárja	1	betyár	N.NOM-PSS3S.SG	betyár-ja
viszek	1	visz	V-IND.PRS.INDF.1.SG	visz-ek
mozdulj	1	mozdul	V-SBJV.PRS.INDF.2.SG	mozdul-j
kötsz	1	köt	V-IND.PRS.INDF.2.SG	köt-sz
kapcsolt	1	kapcsol	V-IND.PST.INDF.3.SG	kapcsol-t
bezárva	1	bezár	V-V.CVB	bezár-va
zsebbe	1	zseb	N.SG-IN+ALL	zseb-be
szállnak	1	száll	V-IND.PRS.INDF.3.PL	száll-nak
versz	1	ver	V-IND.PRS.INDF.2.SG	ver-sz
dudába	1	duda	N.SG-IN+ALL	duda-ba
földalattin	1	földalatti	ADJ.SG-ON+ESS	földalatti-n
kimentünk	1	kimegy	V-IND.PST.INDF.1.PL	kimegy-tünk
benézett	1	benéz	V-IND.PST.INDF.3.SG	benéz-ett
begyük	1	begy	N.NOM-PSS3P.SG	begy-ük
felvettem	1	felvesz	V-IND.PST.INDF.1.SG	felvesz-ttem
csipogó	1	csipog	V-V.PTCP.PRS	csipog-ó
gyurihoz	1	gyuri	N.SG-AT+ALL	gyuri-hoz
rók	1	ró	N.NOM-PL	ró-k
fölülünk	1	fölül	V-IND.PRS.INDF.1.PL	fölül-ünk
járok	1	jár	V-IND.PRS.INDF.1.SG	jár-ok
megkeresek	1	megkeres	V-IND.PRS.INDF.1.SG	megkeres-ek
fésüljetek	1	fésül	V-SBJV.PRS.INDF.2.PL	fésül-jetek
nyalni	1	nyal	V-NFIN	nyal-ni
dörzsöltem	1	dörzsöl	V-IND.PST.INDF.1.SG	dörzsöl-tem
dörzsölöm	1	dörzsöl	V-IND.PRS.DEF.1.SG	dörzsöl-öm
eldobok	1	eldob	V-IND.PRS.INDF.1.SG	eldob-ok
öntöd	1	önt	V-IND.PRS.DEF.2.SG	önt-öd
rátesszük	1	rátesz	V-IND.PRS.DEF.1.PL	rátesz-jük
valót	1	való	N.SG-ACC	való-t
innivalóm	1	innivaló	N.NOM-PSS1S.SG	innivaló-m
szagod	1	szag	N.NOM-PSS2S.SG	szag-od
engedjen	1	enged	V-SBJV.PRS.INDF.3.SG	enged-jen
festetted	1	fest	V-IND.PST.DEF.2.SG	fest-etted
fényképezzük	1	fényképez	V-IND.PRS.DEF.1.PL	fényképez-jük
szandálom	1	szandál	N.NOM-PSS1S.SG	szandál-om
babámat	1	babám	N.SG-ACC	babám-at
szerzek	1	szerez	V-IND.PRS.INDF.1.SG	szerez-ek
kát	1	ká	N.SG-ACC	ká-t
énekeltünk	1	énekel	V-IND.PST.INDF.1.PL	énekel-tünk
kalácsom	1	kalács	N.NOM-PSS1S.SG	kalács-om
megölt	1	megöl	V-IND.PST.INDF.3.SG	megöl-t
engedünk	1	enged	V-IND.PRS.INDF.1.PL	enged-ünk
hülyeségek	1	hülyeség	N.NOM-PL	hülyeség-ek
takaróztál	1	takarózik	V-IND.PST.INDF.2.SG	takarózik-tál
lövöm	1	lő	V-IND.PRS.DEF.1.SG	lő-öm
kiabáltunk	1	kiabál	V-IND.PST.INDF.1.PL	kiabál-tunk
kiabáljuk	1	kiabál	V-IND.PRS.DEF.1.PL	kiabál-juk
hagytál	1	hagy	V-IND.PST.INDF.2.SG	hagy-tál
vonathoz	1	vonat	N.SG-AT+ALL	vonat-hoz
ismerik	1	ismer	V-IND.PRS.DEF.3.PL	ismer-ik
csendbe	1	csend	N.SG-IN+ALL	csend-be
ások	1	ás	V-IND.PRS.INDF.1.SG	ás-ok
szálljatok	1	száll	V-SBJV.PRS.INDF.2.PL	száll-jatok
felmenni	1	felmegy	V-NFIN	felmegy-nni
végeztem	1	végez	V-IND.PST.INDF.1.SG	végez-tem
énnek	1	én	N.SG-DAT	én-nek
elestünk	1	elesik	V-IND.PST.INDF.1.PL	elesik-tünk
elesünk	1	elesik	V-IND.PRS.INDF.1.PL	elesik-ünk
vacsorája	1	vacsora	N.NOM-PSS3S.SG	vacsora-ja
dobolt	1	dobol	V-IND.PST.INDF.3.SG	dobol-t
beszállok	1	beszáll	V-IND.PRS.INDF.1.SG	beszáll-ok
ereszd	1	ereszt	V-SBJV.PRS.DEF.2.SG	ereszt-d
bevitték	1	bevisz	V-IND.PST.DEF.3.PL	bevisz-tték
pered	1	per	N.NOM-PSS2S.SG	per-ed
csomagolva	1	csomagol	V-V.CVB	csomagol-va
feltetted	1	feltesz	V-IND.PST.DEF.2.SG	feltesz-tted
egyetek	1	egy	N.NOM-PSS2P.SG	egy-etek
csizmád	1	csizma	N.NOM-PSS2S.SG	csizma-d
karod	1	kar	N.NOM-PSS2S.SG	kar-od
megvertelek	1	megver	V-IND.PST.LGSPEC1.1.SG	megver-telek
bögrét	1	bögre	N.SG-ACC	bögre-t
lementem	1	lemegy	V-IND.PST.INDF.1.SG	lemegy-tem
állok	1	áll	V-IND.PRS.INDF.1.SG	áll-ok
mennék	1	megy	V-COND.PRS.INDF.1.SG	megy-nék
adtak	1	ad	V-IND.PST.INDF.3.PL	ad-tak
gyurit	1	gyuri	N.SG-ACC	gyuri-t
kezdi	1	kezd	V-IND.PRS.DEF.3.SG	kezd-i
dúlni	1	dúl	V-NFIN	dúl-ni
csúsztam	1	csúszik	V-IND.PST.INDF.1.SG	csúszik-tam
rontottam	1	ront	V-IND.PST.INDF.1.SG	ront-ottam
tárcsázni	1	tárcsáz	V-NFIN	tárcsáz-ni
dobolok	1	dobol	V-IND.PRS.INDF.1.SG	dobol-ok
párnák	1	párna	N.NOM-PL	párna-k
nyuszim	1	nyuszi	N.NOM-PSS1S.SG	nyuszi-m
sütök	1	süt	V-IND.PRS.INDF.1.SG	süt-ök
tortába	1	torta	N.SG-IN+ALL	torta-ba
lapátod	1	lapát	N.NOM-PSS2S.SG	lapát-od
kupája	1	kupa	N.NOM-PSS3S.SG	kupa-ja
pipára	1	pipa	N.SG-ON+ALL	pipa-ra
tapsolunk	1	tapsol	V-IND.PRS.INDF.1.PL	tapsol-unk
fusd	1	fut	V-SBJV.PRS.DEF.2.SG	fut-d
söpört	1	söpör	V-IND.PST.INDF.3.SG	söpör-t
kardom	1	kard	N.NOM-PSS1S.SG	kard-om
elhúztam	1	elhúz	V-IND.PST.INDF.1.SG	elhúz-tam
anyuk	1	anyu	N.NOM-PL	anyu-k
lapátom	1	lapát	N.NOM-PSS1S.SG	lapát-om
tormán	1	torma	N.SG-ON+ESS	torma-n
megmosta	1	megmos	V-IND.PST.DEF.3.SG	megmos-ta
kivegyünk	1	kivesz	V-SBJV.PRS.INDF.1.PL	kivesz-jünk
tába	1	tá	N.SG-IN+ALL	tá-ba
fütyülöm	1	fütyül	V-IND.PRS.DEF.1.SG	fütyül-öm
ént	1	én	N.SG-ACC	én-t
ték	1	té	N.NOM-PL	té-k
ók	1	ó	ADJ.NOM-PL	ó-k
bombák	1	bomba	N.NOM-PL	bomba-k
elvit	1	elvi	ADJ.SG-ACC	elvi-t
zoltánba	1	zoltán	N.SG-IN+ALL	zoltán-ba
mátok	1	ma	N.NOM-PSS2P.SG	ma-tok
bún	1	bú	N.SG-ON+ESS	bú-n
virágba	1	virág	N.SG-IN+ALL	virág-ba
nevetem	1	nevet	V-IND.PRS.DEF.1.SG	nevet-em
lovaink	1	ló	N.NOM-PSS1P.PL	ló-aink
rágok	1	rág	V-IND.PRS.INDF.1.SG	rág-ok
teretek	1	tér	N.NOM-PSS2P.SG	tér-etek
téptem	1	tép	V-IND.PST.INDF.1.SG	tép-tem
fánkba	1	fánk	N.SG-IN+ALL	fánk-ba
kihúzni	1	kihúz	V-NFIN	kihúz-ni
fagyik	1	fagyi	N.NOM-PL	fagyi-k
felét	1	fele	N.SG-ACC	fele-t
kenyerek	1	kenyér	N.NOM-PL	kenyér-ek
bedobta	1	bedob	V-IND.PST.DEF.3.SG	bedob-ta
egérre	1	egér	N.SG-ON+ALL	egér-re
kosárral	1	kosár	N.SG-INST	kosár-val
hegyek	1	hegy	N.NOM-PL	hegy-ek
halak	1	hal	N.NOM-PL	hal-ak
kockám	1	kocka	N.NOM-PSS1S.SG	kocka-m
felvegyük	1	felvesz	V-SBJV.PRS.DEF.1.PL	felvesz-jük
összekapcsolják	1	összekapcsol	V-IND.PRS.DEF.3.PL	összekapcsol-ják
szekérbe	1	szekér	N.SG-IN+ALL	szekér-be
füve	1	fű	N.NOM-PSS3S.SG	fű-e
eladta	1	elad	V-IND.PST.DEF.3.SG	elad-ta
dóra	1	dó	N.SG-ON+ALL	dó-ra
