score_type,step,epoch,dev_loss,spearman,pearson,model_type,batch_size,lr,mean_loss
score,830,2,23.407713,0.631601771194555,0.5809466838158696,sp2,128,0.01,22.54578018188477
score,840,2,23.408543,0.6310738338922193,0.5807140372839523,sp2,128,0.01,23.03054618835449
score,850,2,23.413094,0.631800575773704,0.5804167009258411,sp2,128,0.01,22.933937072753903
score,860,2,23.417126,0.6320621739659763,0.5801373332682551,sp2,128,0.01,25.056304931640625
score,870,2,23.41246,0.631197505913266,0.5800077989638506,sp2,128,0.01,23.07779693603516
score,880,2,23.414268,0.6318638717357324,0.5799237353768263,sp2,128,0.01,23.14249992370605
score,890,2,23.414997,0.6333781397162052,0.5820643444182376,sp2,128,0.01,23.84747695922852
score,900,2,23.402245,0.634520889284633,0.5848963984090509,sp2,128,0.01,23.771434783935547
score,910,2,23.40165,0.6354775813773759,0.585020916214095,sp2,128,0.01,24.460094451904297
score,920,2,23.402195,0.6328148182128744,0.5810132066950875,sp2,128,0.01,22.82236862182617
score,930,2,23.400272,0.6296780574597104,0.576794998857894,sp2,128,0.01,22.69891929626465
score,940,2,23.398922,0.630805485386536,0.5774693729390006,sp2,128,0.01,23.721290588378903
score,950,2,23.400743,0.6312531096576868,0.5791019486546591,sp2,128,0.01,22.664306640625
score,960,2,23.40011,0.6318753100927459,0.5791765416721788,sp2,128,0.01,24.26507568359375
score,970,2,23.398033,0.6302609705703358,0.5770266637986112,sp2,128,0.01,22.970138549804688
score,980,2,23.396894,0.6289587252245743,0.5756378235399244,sp2,128,0.01,22.915119171142575
score,990,2,23.394562,0.6330183951066208,0.5806361922368357,sp2,128,0.01,23.891382217407227
score,1000,2,23.397236,0.6380428574575031,0.5866369695466553,sp2,128,0.01,23.577550888061523
score,1010,2,23.39562,0.6380440505361523,0.5861375107038655,sp2,128,0.01,23.664445877075195
score,1020,2,23.397785,0.6400336033743569,0.5877446056023201,sp2,128,0.01,24.84638214111328
score,1030,2,23.391129,0.6416688118537057,0.5895059891567112,sp2,128,0.01,22.28475379943848
score,1040,2,23.388954,0.6387733669557751,0.5866017238830878,sp2,128,0.01,23.185497283935547
score,1050,2,23.391031,0.6362519836112213,0.5836702083896707,sp2,128,0.01,23.21316719055176
score,1060,2,23.391142,0.6350122807041308,0.5821915615820369,sp2,128,0.01,24.506576538085938
score,1070,2,23.391985,0.6364345874381843,0.5851411955560382,sp2,128,0.01,22.78086853027344
score,1080,2,23.392582,0.6367330768781668,0.5848792986047282,sp2,128,0.01,23.06856918334961
score,1090,2,23.393196,0.6395681457170792,0.5859961467711965,sp2,128,0.01,22.722213745117188
score,1100,2,23.392836,0.6374075744735328,0.5819117237614706,sp2,128,0.01,22.008174896240234
score,1110,2,23.388166,0.6365291860163549,0.5804114423634921,sp2,128,0.01,22.865314483642575
score,1120,2,23.386354,0.6351342886944298,0.5784475168634331,sp2,128,0.01,23.72745704650879
score,1130,2,23.386238,0.6325910317063631,0.5751762395357822,sp2,128,0.01,22.62003326416016
score,1140,2,23.38582,0.6309812761064751,0.5732607379454444,sp2,128,0.01,22.300920486450195
score,1150,2,23.389988,0.6317529782149564,0.5739266203905908,sp2,128,0.01,23.59088134765625
score,1160,2,23.388336,0.6300448977475778,0.5711528293459007,sp2,128,0.01,23.269939422607425
score,1170,2,23.392605,0.6281566938009545,0.5691268382022973,sp2,128,0.01,23.166852951049805
score,1180,2,23.388771,0.6286355892914408,0.5700284102100697,sp2,128,0.01,23.201560974121094
score,1190,2,23.39082,0.6312755269775719,0.5712892490877848,sp2,128,0.01,22.40995216369629
score,1200,2,23.390968,0.6273136581479651,0.5658988352845473,sp2,128,0.01,22.90399169921875
score,1210,2,23.394915,0.6258257948818108,0.5632514355632191,sp2,128,0.01,22.601537704467773
score,1220,2,23.387598,0.6286793878365945,0.5668958622109026,sp2,128,0.01,23.709457397460938
score,1230,2,23.383917,0.6271621685563048,0.5638097312587756,sp2,128,0.01,23.590669631958008
score,1240,3,23.382723,0.6201682570590609,0.5530624782413971,sp2,128,0.01,22.55117416381836
score,1250,3,23.387716,0.61783053529725,0.5488971925218025,sp2,128,0.01,23.531509399414062
score,1260,3,23.382826,0.6199902588270191,0.5526499117115736,sp2,128,0.01,22.162891387939453
score,1270,3,23.384398,0.6205359353250621,0.5542975617271665,sp2,128,0.01,24.583498001098636
score,1280,3,23.38469,0.6185483290888644,0.5521605828001597,sp2,128,0.01,22.18570327758789
score,1290,3,23.385878,0.6161726897203702,0.548439856247769,sp2,128,0.01,23.436473846435547
score,1300,3,23.389187,0.6175661113923868,0.5499053000418064,sp2,128,0.01,23.31355857849121
score,1310,3,23.387405,0.6139671582498274,0.5459918550400391,sp2,128,0.01,22.53887939453125
score,1320,3,23.385668,0.6151077100417958,0.5485838184966788,sp2,128,0.01,22.768129348754883
score,1330,3,23.38557,0.6157255677981244,0.5495186137592535,sp2,128,0.01,23.02979850769043
score,1340,3,23.388147,0.6180863250803085,0.5515917526465864,sp2,128,0.01,23.614715576171875
score,1350,3,23.386415,0.6186317190070925,0.5499785020745456,sp2,128,0.01,23.816802978515625
score,1360,3,23.383398,0.6178429998294548,0.5478163997935432,sp2,128,0.01,23.95479393005371
score,1370,3,23.38509,0.6164853705169185,0.5452526657388985,sp2,128,0.01,23.32754898071289
score,1380,3,23.387772,0.617713174034322,0.5461697026765904,sp2,128,0.01,23.859384536743164
score,1390,3,23.390575,0.6198871203174636,0.5476481926696202,sp2,128,0.01,23.98324012756348
score,1400,3,23.385015,0.6189552630987112,0.5465035566292864,sp2,128,0.01,24.342660903930664
score,1410,3,23.38382,0.6192436427669807,0.5463411554431274,sp2,128,0.01,23.16478538513184
score,1420,3,23.382719,0.6213968357609851,0.546778982083016,sp2,128,0.01,23.159711837768555
score,1430,3,23.383905,0.6231050418155899,0.5474426807869064,sp2,128,0.01,23.761165618896484
score,1440,3,23.388235,0.6219771115398591,0.5477278042024194,sp2,128,0.01,23.084827423095703
score,1450,3,23.388632,0.621709485160727,0.5502784347469687,sp2,128,0.01,23.16370964050293
score,1460,3,23.387766,0.6217065338609102,0.5502472209959444,sp2,128,0.01,23.259191513061523
score,1470,3,23.381126,0.6238934156283552,0.5510312609729304,sp2,128,0.01,23.25352096557617
score,1480,3,23.38651,0.6249542195316569,0.5507273121803671,sp2,128,0.01,23.73614501953125
score,1490,3,23.383657,0.6241046533429025,0.5488073814861741,sp2,128,0.01,22.56513214111328
score,1500,3,23.38718,0.6234341117451635,0.5469379133140859,sp2,128,0.01,23.73287773132324
score,1510,3,23.37871,0.6220016952393971,0.5453217969145252,sp2,128,0.01,22.118572235107425
score,1520,3,23.378502,0.6246290742029035,0.5488819882260048,sp2,128,0.01,23.303699493408203
score,1530,3,23.381485,0.63000734716693,0.5552934432121948,sp2,128,0.01,23.788204193115234
score,1540,3,23.380056,0.6293280144633535,0.5549143573417321,sp2,128,0.01,22.62557411193848
score,1550,3,23.379425,0.6278264935863448,0.5528712020700289,sp2,128,0.01,23.26017951965332
score,1560,3,23.374643,0.6254919526376398,0.5509832328301159,sp2,128,0.01,24.11822891235352
score,1570,3,23.376154,0.6266314055413785,0.5512363524745847,sp2,128,0.01,22.7748966217041
score,1580,3,23.379904,0.6275635453313901,0.5524037093843384,sp2,128,0.01,22.964130401611328
score,1590,3,23.375977,0.6268149512725384,0.5519596245854342,sp2,128,0.01,23.803133010864254
score,1600,3,23.377106,0.6252831010803911,0.5519992974416107,sp2,128,0.01,23.622159957885746
score,1610,3,23.37576,0.6269727202255112,0.5532278715045229,sp2,128,0.01,24.457130432128903
score,1620,3,23.373798,0.6263402629541315,0.5515197231235143,sp2,128,0.01,23.101512908935547
score,1630,3,23.378021,0.6232235019667473,0.5463226365812786,sp2,128,0.01,23.507984161376957
score,1640,3,23.37429,0.6212547652112932,0.5447536879327494,sp2,128,0.01,23.524173736572266
score,1650,4,23.376154,0.6217322792422907,0.5456074059829251,sp2,128,0.01,23.66492462158203
score,1660,4,23.378555,0.6239255659582744,0.5464633784619046,sp2,128,0.01,23.43898200988769
score,1670,4,23.381495,0.6242925318333682,0.5465751852448453,sp2,128,0.01,23.645414352416992
score,1680,4,23.378355,0.6240030218800623,0.5461801894118554,sp2,128,0.01,23.455856323242188
score,1690,4,23.378704,0.6229589210778514,0.5458549957643122,sp2,128,0.01,23.16148376464844
score,1700,4,23.382055,0.6207894331412416,0.5443591035285678,sp2,128,0.01,22.979433059692383
score,1710,4,23.382957,0.6217308663859955,0.5473526261252127,sp2,128,0.01,23.19442176818848
score,1720,4,23.384577,0.6255297229959336,0.552729726540305,sp2,128,0.01,23.112680435180664
score,1730,4,23.385105,0.6271500807857786,0.5540256021060107,sp2,128,0.01,22.356006622314453
score,1740,4,23.380117,0.629343524485795,0.5552184373056714,sp2,128,0.01,22.493349075317383
score,1750,4,23.389471,0.6295437419212393,0.5537721546129639,sp2,128,0.01,22.378522872924805
score,1760,4,23.382792,0.6266095847608181,0.5510381400946341,sp2,128,0.01,23.53281784057617
score,1770,4,23.3738,0.6236521311699282,0.546444821318435,sp2,128,0.01,24.156944274902344
score,1780,4,23.377369,0.6278041076632662,0.5512276403833074,sp2,128,0.01,22.62740707397461
score,1790,4,23.37407,0.6302017875899668,0.5541698770222392,sp2,128,0.01,23.335155487060547
score,1800,4,23.380045,0.6304585506740289,0.5549345844908095,sp2,128,0.01,23.96945571899414
score,1810,4,23.37983,0.6306011549694323,0.5532280536977459,sp2,128,0.01,23.157012939453125
score,1820,4,23.379368,0.6267179449787255,0.5482943397924119,sp2,128,0.01,22.108104705810547
score,1830,4,23.375982,0.6208728858530828,0.5421932934189785,sp2,128,0.01,22.637022018432617
score,1840,4,23.375143,0.6153374718722147,0.5354471359938803,sp2,128,0.01,22.18574523925781
score,1850,4,23.37265,0.6156659766592701,0.5336013200066628,sp2,128,0.01,22.18520164489746
score,1860,4,23.37225,0.6151151196881443,0.5324406700299482,sp2,128,0.01,23.57417869567871
score,1870,4,23.373884,0.6135712131222772,0.53186994291875,sp2,128,0.01,23.50577545166016
score,1880,4,23.376856,0.6173806190592201,0.5339683447224666,sp2,128,0.01,22.87105369567871
score,1890,4,23.377844,0.6158670732052981,0.5310972098725277,sp2,128,0.01,22.80533218383789
score,1900,4,23.37851,0.6154095903368869,0.5297216432342375,sp2,128,0.01,23.418577194213867
score,1910,4,23.376297,0.617695120870549,0.5309387836098005,sp2,128,0.01,22.034757614135746
score,1920,4,23.377842,0.6204567525789134,0.5337835040504919,sp2,128,0.01,23.27538681030273
score,1930,4,23.380056,0.6221360421746748,0.5374790408452751,sp2,128,0.01,22.822763442993164
score,1940,4,23.380981,0.6221387736968457,0.5366867723656982,sp2,128,0.01,23.9089412689209
score,1950,4,23.382107,0.6220900458530618,0.5341116928656651,sp2,128,0.01,23.661476135253903
score,1960,4,23.384235,0.6210288651880815,0.5318253456775166,sp2,128,0.01,23.701339721679688
score,1970,4,23.376583,0.6201241976038114,0.5328210017414694,sp2,128,0.01,23.9332332611084
score,1980,4,23.372765,0.6199866481942644,0.5328042787184367,sp2,128,0.01,24.128053665161133
score,1990,4,23.373941,0.6230878049687876,0.5350227560111943,sp2,128,0.01,22.71094512939453
score,2000,4,23.371658,0.6233338303450052,0.5351148605655254,sp2,128,0.01,23.01627922058105
score,2010,4,23.370962,0.622457262902608,0.533376973298426,sp2,128,0.01,24.57888984680176
score,2020,4,23.36849,0.6232286196462169,0.5333523192510008,sp2,128,0.01,23.101640701293945
score,2030,4,23.369093,0.6223014719484486,0.5321982401011247,sp2,128,0.01,23.68329620361328
score,2040,4,23.371437,0.6241372432281138,0.5341888414460818,sp2,128,0.01,23.196239471435547
score,2050,4,23.370476,0.6229532068590573,0.5324678707713928,sp2,128,0.01,23.444429397583008
score,2060,5,23.37107,0.6216989986273354,0.5308458508372201,sp2,128,0.01,23.43922996520996
score,2070,5,23.378439,0.6239726297713105,0.5310854542983341,sp2,128,0.01,23.762889862060547
score,2080,5,23.381832,0.6197723649894805,0.5261665257578132,sp2,128,0.01,23.656566619873047
score,2090,5,23.383905,0.6161581216021255,0.5242258566294038,sp2,128,0.01,23.31049346923828
score,2100,5,23.375647,0.6151603310895933,0.5242975234569888,sp2,128,0.01,23.231670379638672
score,2110,5,23.377163,0.6180047247800544,0.5272370203278266,sp2,128,0.01,23.15738677978516
score,2120,5,23.380568,0.61890870163458,0.5280148192664476,sp2,128,0.01,23.574190139770508
score,2130,5,23.38197,0.6206899366612475,0.5298381578572164,sp2,128,0.01,24.441585540771484
score,2140,5,23.377039,0.6210488021602483,0.5303072296797999,sp2,128,0.01,23.923980712890625
score,2150,5,23.378948,0.6240617653051392,0.534374417456755,sp2,128,0.01,23.26449966430664
score,2160,5,23.381907,0.6231299806621374,0.5320852796790232,sp2,128,0.01,22.702777862548828
score,2170,5,23.373573,0.6178434707815533,0.5262791914393852,sp2,128,0.01,23.427255630493164
score,2180,5,23.37321,0.6153128567758702,0.5235194807228196,sp2,128,0.01,22.27143096923828
score,2190,5,23.376825,0.6156882055983158,0.5231569617506376,sp2,128,0.01,22.839374542236328
score,2200,5,23.376978,0.6126635314445773,0.5189919328241753,sp2,128,0.01,22.72945022583008
score,2210,5,23.375662,0.6111424817538871,0.5163754275589332,sp2,128,0.01,23.67855834960937
score,2220,5,23.372814,0.6108937972391605,0.5144795243129807,sp2,128,0.01,23.144561767578125
score,2230,5,23.374012,0.60922846963227,0.5114983116506837,sp2,128,0.01,23.918651580810547
score,2240,5,23.3762,0.6074326978841645,0.5092514702425589,sp2,128,0.01,22.90189743041992
score,2250,5,23.37705,0.6107137269634798,0.512078782376182,sp2,128,0.01,24.317588806152344
score,2260,5,23.378775,0.6161910568522088,0.5184598437913579,sp2,128,0.01,23.352006912231445
score,2270,5,23.378569,0.6175932382332562,0.5206333645840207,sp2,128,0.01,23.095611572265625
score,2280,5,23.375029,0.6177339273234593,0.5195499072382074,sp2,128,0.01,23.537336349487305
score,2290,5,23.375086,0.6171442638994232,0.5185133425776504,sp2,128,0.01,22.8385066986084
score,2300,5,23.374487,0.6176779782141664,0.5200079552209955,sp2,128,0.01,23.74624252319336
score,2310,5,23.375137,0.6162705849632296,0.518358732936189,sp2,128,0.01,23.408859252929688
score,2320,5,23.372799,0.6153080216676597,0.5168057140939997,sp2,128,0.01,23.385326385498047
score,2330,5,23.372261,0.6112912398233766,0.5113726076852332,sp2,128,0.01,23.114336013793945
score,2340,5,23.371225,0.6089604350946525,0.509483797617085,sp2,128,0.01,23.19959259033203
score,2350,5,23.376211,0.610407325528244,0.5116057414665035,sp2,128,0.01,23.43165397644043
score,2360,5,23.374554,0.6144864614303587,0.5151340568608463,sp2,128,0.01,22.21311378479004
score,2370,5,23.381363,0.6164967047640872,0.5171161828022942,sp2,128,0.01,23.45101928710937
score,2380,5,23.373804,0.6205118225776227,0.522359786060449,sp2,128,0.01,23.483531951904297
score,2390,5,23.373001,0.6245620734177005,0.5265769370491642,sp2,128,0.01,23.980640411376957
score,2400,5,23.369682,0.6247897944556929,0.5264087537774912,sp2,128,0.01,23.6440544128418
score,2410,5,23.378166,0.6270311496825227,0.5270888514291222,sp2,128,0.01,22.794166564941406
score,2420,5,23.371138,0.627104272845005,0.5282181473860696,sp2,128,0.01,23.571998596191406
score,2430,5,23.370583,0.6259879593877021,0.5286779229426487,sp2,128,0.01,23.533004760742188
score,2440,5,23.36768,0.6235748950257863,0.5253704732821858,sp2,128,0.01,22.694805145263672
score,2450,5,23.37005,0.6256280891908915,0.5259686456950903,sp2,128,0.01,23.76018714904785
score,2460,5,23.37557,0.6227334292131251,0.5226917244888205,sp2,128,0.01,24.412782669067383
score,2470,5,23.371216,0.6213759568846215,0.5222052308344782,sp2,128,0.01,23.582088470458984
score,2480,6,23.375292,0.6170280329215317,0.5169469437324697,sp2,128,0.01,22.88143539428711
score,2490,6,23.374222,0.6156192268142998,0.5152096316058096,sp2,128,0.01,23.10675048828125
score,2500,6,23.379248,0.6190689195384647,0.5206799844369199,sp2,128,0.01,22.484352111816406
score,2510,6,23.377113,0.6198284710828064,0.5205876440686114,sp2,128,0.01,23.45269203186035
score,2520,6,23.37622,0.6184081109507596,0.517775271142823,sp2,128,0.01,24.04192924499512
score,2530,6,23.379457,0.6204263604701616,0.5190656567904447,sp2,128,0.01,23.77827262878418
score,2540,6,23.37734,0.6198589573819778,0.5180299911020219,sp2,128,0.01,23.77705383300781
score,2550,6,23.377968,0.6184521920671724,0.5175826203444316,sp2,128,0.01,22.17423820495605
score,2560,6,23.377184,0.6196572015030121,0.5179284119709824,sp2,128,0.01,24.08745765686035
score,2570,6,23.374247,0.6191090446572506,0.5174677615829175,sp2,128,0.01,23.36078643798828
score,2580,6,23.375572,0.6161748874968294,0.5144521985524977,sp2,128,0.01,23.217914581298828
score,2590,6,23.37436,0.6174990792103776,0.5142726074598776,sp2,128,0.01,23.32949447631836
score,2600,6,23.376076,0.614681435599107,0.5106804836771881,sp2,128,0.01,22.197452545166016
score,2610,6,23.37961,0.6135028308775858,0.5105916240934782,sp2,128,0.01,23.55634307861328
score,2620,6,23.374323,0.6082883236565853,0.5058231597274572,sp2,128,0.01,22.1437931060791
score,2630,6,23.376785,0.6062792106078928,0.5043714707886702,sp2,128,0.01,23.09364318847656
score,2640,6,23.370813,0.6083789976339355,0.5060131371885381,sp2,128,0.01,23.80282020568848
score,2650,6,23.368942,0.6106222366691589,0.5084471055119885,sp2,128,0.01,23.21988677978516
score,2660,6,23.373266,0.6118315788643042,0.5099030854750892,sp2,128,0.01,23.357646942138672
score,2670,6,23.379366,0.6143830089527377,0.5110714408370425,sp2,128,0.01,23.941274642944336
score,2680,6,23.37732,0.61919698711243,0.5146359525114713,sp2,128,0.01,23.633005142211918
score,2690,6,23.36938,0.6177041317540323,0.5139955995500307,sp2,128,0.01,23.7781982421875
score,2700,6,23.370747,0.6134703979764075,0.5094174011283139,sp2,128,0.01,22.48141098022461
score,2710,6,23.37172,0.6128072346282103,0.5076282096717618,sp2,128,0.01,22.521869659423828
score,2720,6,23.378696,0.6139449921043949,0.5085889641946827,sp2,128,0.01,23.162303924560547
score,2730,6,23.374113,0.6089533080195629,0.5027205193007176,sp2,128,0.01,22.816164016723636
score,2740,6,23.375698,0.6029968942595085,0.4950270416256255,sp2,128,0.01,22.48457717895508
score,2750,6,23.375978,0.6042475232552823,0.4960694728384077,sp2,128,0.01,23.86794662475586
score,2760,6,23.37296,0.6073125423054528,0.4990283686669167,sp2,128,0.01,23.378982543945312
score,2770,6,23.369781,0.6129002633660529,0.5051858627468948,sp2,128,0.01,23.49182891845703
score,2780,6,23.370611,0.6183709371317905,0.5110309164020337,sp2,128,0.01,23.34025382995605
score,2790,6,23.37406,0.6206364678996729,0.5132242886380836,sp2,128,0.01,23.377099990844727
score,2800,6,23.369097,0.6196485987780141,0.5124095796429162,sp2,128,0.01,23.93899154663086
score,2810,6,23.372149,0.6171644520460425,0.5080609947500965,sp2,128,0.01,22.385698318481445
score,2820,6,23.370867,0.6143723968321197,0.5046779346226982,sp2,128,0.01,23.39682388305664
score,2830,6,23.368818,0.6134836788255832,0.504418807728505,sp2,128,0.01,22.622812271118164
score,2840,6,23.373587,0.6153773772133547,0.5060021450187898,sp2,128,0.01,23.643577575683597
score,2850,6,23.368326,0.6124291228867873,0.5034651585826418,sp2,128,0.01,22.23198699951172
score,2860,6,23.372496,0.6128252877919834,0.5028844949464435,sp2,128,0.01,22.81390953063965
score,2870,6,23.374449,0.6142777982539493,0.5035623357688279,sp2,128,0.01,23.531612396240234
score,2880,6,23.377165,0.6176802387842388,0.50731891030613,sp2,128,0.01,23.060001373291016
score,2890,7,23.379717,0.6202681205650904,0.5082656889006854,sp2,128,0.01,22.976463317871094
score,2900,7,23.378302,0.6216249963542693,0.5100307089457697,sp2,128,0.01,22.23834228515625
score,2910,7,23.375845,0.6249445493152359,0.5138347605187428,sp2,128,0.01,22.92710494995117
score,2920,7,23.377087,0.6250436062399382,0.5141904046872209,sp2,128,0.01,23.35943031311035
