form	categorical_judgment
A H j X i X é z b b W d s G n ù D g F o p b S N k ě ǔ à L ǔ Q á à A	grammatical
C c x ò é V R s K N é n q k á b b q ú s é m K S ò ǒ p W W o ò Z X à	grammatical
F ǒ D j d b L ǔ z g m v N f z N Y u h ě p ǒ k Q p D m h p ú ù E k l	grammatical
H c ú R j K é O n O o P H I Z R ò ò r b b à K K g à k ò u è t ò j c	grammatical
K H f á ò g y Y à L N E X B c è r w N s s à ò G s s w a X x g ó K J	grammatical
M s r l k Y é m P G N é o n Y i J è w T P U M v x ǒ L I F G a M r à	grammatical
P N v R x K G ò k I g ǔ k y r y Q è v b V u o w C S C z l N O ǒ H o	grammatical
S V g Q Q t r D F b Q ù C d a ǔ ǎ c ǒ á w p K p ǎ ǔ u ǔ é l x v G S	grammatical
V ě v t w á á L G ǔ I N ó a L à m V g c ò J x c C J x v ǔ l k O Z C	grammatical
X q z K V N D à U B á G Q V a ú O H n v N E Q ě ó C k Q M c V ù A W	grammatical
a T w I R H à N U J ě o g v j T ě Q m Y k o W u B O V t ě K P C H j	grammatical
c ò f r P ě E d S T Q l Z o f P b R r n J u N ǔ g m Z S q k p B ù á	grammatical
f ù B y T Z a m f u b G J z Z ó Z V K S ǎ Z v C f j ú W T K v g V C	grammatical
h G r P L è ǔ o p S W p H B s x H y P a y E é ú ó M X W Z H k H X Y	grammatical
k ò I C R Z Y q X n b é l L Z M N ǎ è Z H E q e d D ó L E ǔ S K k R	grammatical
m Y a V M m o a e t L N é l I y n è ù F m a y l V X P m c f G y ó n	grammatical
o s g c W o Y ǒ á S I F D P b m ò ò h à W N c E è ǒ H é L B t Z R P	grammatical
r t O t I C ú P F U ú ó b v R X R ě h o k è c K ó p ù s X Z H m o f	grammatical
v ǔ h G t s ǔ T ǒ e ǎ P x p c ǎ B u o o ò ě Y o H Z D a x p á u j T	grammatical
x Q ò l F à ó Z Q u ǒ x H p H g w p U M h S b W m r W á é E h à r p	grammatical
ù ù I b o r o D a e I E h w è W è l R c n S h i L C z t s K X h v Q	ungrammatical
á j I B k R y a l Z é X i O a X m m i B l b i g J N E F I f ǔ z n m	ungrammatical
é ù j B j e a M W t b l L b g è z K q f G e H ě h M ò M F r I L u G	ungrammatical
ě D e ù Z a I u à à z W j X b ò T ǎ v ú F ě e S ǎ W d W T Y B k d W	ungrammatical
ò j Z C l g á ě E Y R b k ǔ p p Y q a A d t T o á p p l è x ǎ A ǔ ú	ungrammatical
A H j X i X é z b b W d s G n ù D g F a o p b S N k ě ǔ à L ǔ Q á à A	ungrammatical
C c x ò é V R s K N é n q k á b b q ú s é m K S ò ǒ p a W o ò Z X à	ungrammatical
F ǒ D j d b L ǔ z g m a v N f z N Y u h ě p ǒ k Q p D m h p ú ù E k l	ungrammatical
H c ú R j K é O n O o P H I Z R ò ò r b b a K K g à k ò u è t ò j c	ungrammatical
K H f á ò g y Y à L N E X B c è r b N s s à ò G s s w a X x g ó K J	ungrammatical
b s r l k Y é m P G N é o n Y i J è w T P U M v x ǒ L I F G a M r à	ungrammatical
P N v R x K G ò k I g a k y r y Q è v b V u o w C S C z l N O ǒ H o	ungrammatical
S V g Q Q t r D F b Q ù C r a ǔ ǎ c ǒ á w p K p ǎ ǔ u ǔ é l x v G S	ungrammatical
V ě v t w b á á L G ǔ I N ó a L à m V g c ò J x c C J x v ǔ l k O Z C	ungrammatical
X q z K V N D à U B á G Q V a ú O H n b v N E Q ě ó C k Q M c V ù A W	ungrammatical
a T w I R H à N U J ě o g v j T ě Q m Y k o W u B O V b t ě K P C H j	ungrammatical
c ò f r P ě E d S T Q l Z o f P b R r n J u N ǔ g m Z a S q k p B ù á	ungrammatical
f b B y T Z a m f u b G J z Z ó Z V K S ǎ Z v C f j ú W T K v g V C	ungrammatical
h G r P b L è ǔ o p S W p H B s x H y P a y E é ú ó M X W Z H k H X Y	ungrammatical
k a ò I C R Z Y q X n b é l L Z M N ǎ è Z H E q e d D ó L E ǔ S K k R	ungrammatical
m b a V M m o a e t L N é l I y n è ù F m a y l V X P m c f G y ó n	ungrammatical
o s g c W o Y ǒ á S I a F D P b m ò ò h à W N c E è ǒ H é L B t Z R P	ungrammatical
r t O t I C ú P F a U ú ó b v R X R ě h o k è c K ó p ù s X Z H m o f	ungrammatical
v ǔ h G t s ǔ T ǒ e ǎ P x p c ǎ b B u o o ò ě Y o H Z D a x p á u j T	ungrammatical
x Q ò l F à ó Z Q u ǒ x H p H g w p U M h S b W m r W a é E h à r p	ungrammatical
ù ǔ o J V l G b D z y k C ǒ B j ó J T Z U p p g e r T R E z l u b D t	grammatical
á Q O é d ó ě c Y Y q H w G ǎ w á u A G ǒ Q o x ò k H b Z L S f r k d	grammatical
ǎ k v y t e ǎ f X x D ǒ C u m a Q N i s p S u w l Z A f y I N b q Z m	grammatical
ě I L c s m H Y ò T b G ǔ S U s é ó e L o u N ǔ Q w n L a O f N q T K	grammatical
ò o à l e Y ǒ B Z b H f q L Q t y ě é v i r P a l l P D ó Y y ó y e a	grammatical
A U Y z h Y é A è x x ù U T W o i m A c ù e A D e x k z b ě U X h E C	grammatical
D N ú E J D G m H p Q D j ǒ é ǎ l m ǎ I M c j C ù a i O q n a g s á n	grammatical
G á O I x I v A a c C é ù à V P H l à n E Q t M i b W é g o S D ě t M	grammatical
J è j x T H y F Z S N ě w S z b j C B H ǔ ò u t D G o ú B P s w l p l	grammatical
L Q q U Y n L p X M s A j U B T à ǔ ú ú A w Z ù è á I Z a K I x B é ǎ	grammatical
N t Y m u j c L D q W L h H ú I x ǒ H A g i x M D X A n è P g Z a V p	grammatical
Q E g T S z r m ǒ G ó m V á Z O R K v P M n b Y M é L b D v e k M ó b	grammatical
S e m ò T o è v U R o R i g v ǒ M X g R R J b L j á b K b F o M F V q	grammatical
V é V R S c X A ù D R I X W w u y Q é T Z a a a l j k i y è Z k V p à	grammatical
X g k g T U ě b J W f e o ù ǎ d é z I J m f J S v V A E ǎ E e S á v ǒ	grammatical
a ù W ǒ z o i R W è Q ě m L k ě Y F a m P S E v O P G L ú I c m A Y d	grammatical
b s y c K W m X J O à u g V u g ǒ u a r o L C g ǎ Y Q Z C ě r ò X W v	grammatical
e K l S r ó L R a p J L N F F ǔ E H a E P q K K ǎ Q K C ú X ù U E s j	grammatical
g y z ǔ f g P P à I H A J S H z w s W a E ě ú ǒ ǎ ǔ X k G ù U Q ò e l	grammatical
j G X Z w y A x i g r n z P O I s z B ǒ j i j ú b x f ò v ò l s y L ǒ	grammatical
m N F ù T m é q f j B C V O z d r N ù t c F Z G x b F k s i ě i K q t	grammatical
p ǎ R T a ù r f ó o h B S F A X R M L P G ǔ w a è Q z E s e ǔ r S ò g	grammatical
r b ǔ s u r m ǔ P u R c ǒ h V Q D ǎ F t S è C N k C ó w a h p u w ó ó	grammatical
u ě ǒ r o P D ò V Y h n p V Y N á S o m X X t z c o b ǔ n g O O t j Q	grammatical
w j Y ú L D p è ě z d á K a E j f v P m à U b D ǒ C s ù h r M p J ǔ f	grammatical
a ù ǔ o J V l G b D z y k C ǒ B j ó J T Z U p p g e r T R E z l u b D t	ungrammatical
á Q O é d ó ě c Y Y q H w G ǎ w á u a G ǒ Q o x ò k H b Z L S f r k d	ungrammatical
ǎ k v y t e ǎ f X x D ǒ C u m a Q N i s p S u b w l Z A f y I N b q Z m	ungrammatical
ě I L c s m H Y ò T b G ǔ S U s é ó E L o u N ǔ Q w n L a O f N q T K	ungrammatical
ò o à l e Y ǒ B Z b H ú q L Q t y ě é v i r P a l l P D ó Y y ó y e a	ungrammatical
A U Y z h Y é A è x x ù U T W o i m A c ù e A D e x k z b ě U X h a C	ungrammatical
D N ú E J D G m H p Q D j ǒ é ǎ l m ǎ I M c j C ù a i O q n a g s b á n	ungrammatical
G á O I x I v A a D C é ù à V P H l à n E Q t M i b W é g o S D ě t M	ungrammatical
J è j x T H y F Z S N ě w S z a b j C B H ǔ ò u t D G o ú B P s w l p l	ungrammatical
L Q q U Y n L p X M s A j U B T à ǔ ú ú A w Z b ù è á I Z a K I x B é ǎ	ungrammatical
N t Y m u j c L D q W L h H ú I x ǒ H A g i x b D X A n è P g Z a V p	ungrammatical
Q E g T a S z r m ǒ G ó m V á Z O R K v P M n b Y M é L b D v e k M ó b	ungrammatical
S e m ò T o è v U R o R i g v ǒ M X g a R R J b L j á b K b F o M F V q	ungrammatical
V é V R S c X A b ù D R I X W w u y Q é T Z a a a l j k i y è Z k V p à	ungrammatical
X g k g T U ě b J W a f e o ù ǎ d é z I J m f J S v V A E ǎ E e S á v ǒ	ungrammatical
a ù W ǒ z o i R W è Q ě m L k ě Y F b m P S E v O P G L ú I c m A Y d	ungrammatical
b s y c K W m X J O à u g V u g ǒ u a r o L b g ǎ Y Q Z C ě r ò X W v	ungrammatical
e K l S r ó L R a p J L N F b ǔ E H a E P q K K ǎ Q K C ú X ù U E s j	ungrammatical
g y z ǔ f g P P à I H A J S H z w s W a b E ě ú ǒ ǎ ǔ X k G ù U Q ò e l	ungrammatical
j G X Z w y A x i g r n z P O I s z B ǒ a i j ú b x f ò v ò l s y L ǒ	ungrammatical
m N F ù T m é q f j B C V O z d r N ù t c F Z G x b F k s i ě i K a q t	ungrammatical
p ǎ R T a ù r f ó o h B S F A X R M L P b ǔ w a è Q z E s e ǔ r S ò g	ungrammatical
r b ǔ s u r m ǔ P u R c ǒ h V Q D ǎ F t S è C N k C ó w a h p u w ó b ó	ungrammatical
u ě ǒ r o P D ò V Y h n p V Y N á S o m X X t z c o b ǔ n g O O t j a Q	ungrammatical
w j Y ú L D p è ě z d á K a E j B v P m à U b D ǒ C s ù h r M p J ǔ f	ungrammatical
ù ù S i é G G Y B Q u ǎ a e f V O s N d E H Q K Z k X w ǎ x g M s T m Y	grammatical
á N X é I V ú M w ǔ M u D b s D O ǎ w f j M P T á é ǔ b ó ǎ ò q f Q m J	grammatical
ǎ r ù ǒ S Q t K ǒ x l C X a c b E k B U r è w T V G G o i n ú s Y W k h	grammatical
ě C P U Z h I F f ǒ L h N ǎ j s m E b è è W J y k k j c g P k O V O a N	grammatical
ò n O á Y q M ě W ú U m Y a è u j ǎ q v Q g J m ù w E A K C e K H w a u	grammatical
A a D Z W B j n v S U Z y ò g ò x X z X d ú f k k K ǔ s x B f ú E W k S	grammatical
D U ǒ á u n p M G Z H W ě Y Y M E v W i L F a w E n E p j ò U P L O ó O	grammatical
F t B X t D C m n e K r g W W D f g ě q r ù g k à o m z ǔ b C ě D Z é p	grammatical
I J S q b l ù l D è Q U é U à V A F K V A é ó ǎ G ó H N M R l V d h j S	grammatical
K n j g a Z l ǎ A q H X á v n s ǔ S K F i ó z c s X K A b ǒ L g t U ǎ I	grammatical
N ò b x j ǔ y M j M m m e n C ò e f à x r j d f é T p k q y ǔ a g ǎ ú á	grammatical
P f f L l p i t U p q v A ó Q ǎ s ǒ l a d H k z w R á n n w ú m ó o m l	grammatical
S f á L à G D Y ǎ f a g E T m ǔ ó k R m E C y H p ě ò à ǔ E ǎ S c Q ò m	grammatical
V K P E B u ě X K á M m q d f é ù y m ò d f E v b k U d ě F ǎ V K n f N	grammatical
Y à L D G m ě à E E w Z d è v s K b ǔ ó C R V e á é U a W g j F E K n J	grammatical
a W o z C ò G l é w x E J i ě O C U z S D H E á S c U ǔ j x y C ú X n ó	grammatical
c c j d v U q k q é V Z g ě E Y S T R b S á c S á O S i ě Q h I ó V ò M	grammatical
f R L S n ò m A H ù v y H D ǒ ǔ ě i a è ú ó è k I R ù é v B Q M q d ù R	grammatical
h V X l m b J Y y S Q ǒ ǔ n u w q d A b é F B N x V h C ù P G v ě U b U	grammatical
j y j e y u K b P u ǔ ó à g T o T s I ù p D b è d B ù m E G m v ǔ Q b I	grammatical
m F ò n J H G p s Z è a g u x S é W V ó ě ě O è l q è a A ò k Z ě O Z P	grammatical
o g C ù x k H t F K R B o k s l o I h è y V Z i H I ǎ U x ě U r g ú S b	grammatical
r P C J m ó a P R f g q b w x r U A Q R V E u O c f T h Z t U p S n m c	grammatical
u W k U o Z e ò j W M B e ó F U c a o P V Z G V f M ǔ d W S X l N n H S	grammatical
x M S n e z à g O à G X q w b j é B W x ù B Y Z D Q ǔ G c a A S G o v J	grammatical
ù ù S b é G G Y B Q u ǎ a e f V O s N d E H Q K Z k X w ǎ x g M s T m Y	ungrammatical
á N X é I V ú M w ǔ M u D b s D O ǎ w f j M P T á é ǔ b a ó ǎ ò q f Q m J	ungrammatical
ǎ r ù ǒ S Q t K ǒ x l C X a b b E k B U r è w T V G G o i n ú s Y W k h	ungrammatical
ě C P U Z h I F f ǒ L h N ǎ j s m E b è è W J y k k j g P k O V O a N	ungrammatical
ò n O á Y q M ě W ú U m Y a è u j ǎ q v Q g J m ù w E A K C e K H b a u	ungrammatical
A a D Z W B j n v S U b Z y ò g ò x X z X d ú f k k K ǔ s x B f ú E W k S	ungrammatical
D U ǒ b á u n p M G Z H W ě Y Y M E v W i L F a w E n E p j ò U P L O ó O	ungrammatical
F t B X t D C m n e K r g W W D f g ě q r ù g a k à o m z ǔ b C ě D Z é p	ungrammatical
I J S q b l ù l D è Q U é U à V A F K a A é ó ǎ G ó H N M R l V d h j S	ungrammatical
K n j g a Z l ǎ A q H X á v n s ǔ S K F i ó z o s X K A b ǒ L g t U ǎ I	ungrammatical
