alpha_size,tier,window_size,threshold,id,gen_method,train_test_class,step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,170,1,37.755974,-48.12208938598633,-49.41767120361328,pfsa,4,0.01,36.30143737792969
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,180,1,37.72507,-47.98773193359375,-49.35904312133789,pfsa,4,0.01,36.004337310791016
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,190,1,37.71312,-47.883750915527344,-49.32863998413086,pfsa,4,0.01,38.23081970214844
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,200,1,37.70401,-47.79491424560547,-49.31065368652344,pfsa,4,0.01,33.73107147216797
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,210,1,37.70722,-47.7222900390625,-49.29741287231445,pfsa,4,0.01,40.15105438232422
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,220,1,37.71835,-47.67002868652344,-49.29950714111328,pfsa,4,0.01,37.59056854248047
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,230,1,37.731533,-47.63066101074219,-49.301063537597656,pfsa,4,0.01,36.36573028564453
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,240,1,37.744835,-47.601863861083984,-49.30348587036133,pfsa,4,0.01,32.95473861694336
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,250,2,37.729385,-47.54369354248047,-49.27152633666992,pfsa,4,0.01,35.832618713378906
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,260,2,37.756775,-47.52835464477539,-49.28478240966797,pfsa,4,0.01,35.22636413574219
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,270,2,37.778324,-47.51185607910156,-49.28570556640625,pfsa,4,0.01,35.31329345703125
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,280,2,37.779465,-47.48469543457031,-49.27302551269531,pfsa,4,0.01,36.20913696289063
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,290,2,37.755707,-47.43837356567383,-49.244407653808594,pfsa,4,0.01,36.1528205871582
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,300,2,37.737083,-47.4023323059082,-49.22433471679688,pfsa,4,0.01,33.90823745727539
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,310,2,37.745613,-47.38796615600586,-49.2310791015625,pfsa,4,0.01,36.14321517944336
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,320,2,37.753937,-47.35866165161133,-49.20972442626953,pfsa,4,0.01,30.935840606689453
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,330,2,37.762135,-47.342403411865234,-49.20522689819336,pfsa,4,0.01,38.42901611328125
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,340,2,37.76538,-47.32638168334961,-49.20476531982422,pfsa,4,0.01,35.8217887878418
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,350,2,37.77042,-47.31083297729492,-49.20091247558594,pfsa,4,0.01,34.98773193359375
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,360,2,37.766323,-47.28293991088867,-49.1778450012207,pfsa,4,0.01,34.62403106689453
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,370,2,37.768,-47.265167236328125,-49.1707878112793,pfsa,4,0.01,37.11556625366211
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,380,3,37.78728,-47.267696380615234,-49.192604064941406,pfsa,4,0.01,36.5595932006836
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,390,3,37.800133,-47.25822830200195,-49.19390487670898,pfsa,4,0.01,36.07262420654297
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,400,3,37.830692,-47.26593399047852,-49.20938491821289,pfsa,4,0.01,32.76564407348633
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,410,3,37.832417,-47.2496223449707,-49.20725631713867,pfsa,4,0.01,35.59254455566406
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,420,3,37.835052,-47.23523712158203,-49.209571838378906,pfsa,4,0.01,38.12360763549805
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,430,3,37.82352,-47.21314239501953,-49.20374298095703,pfsa,4,0.01,38.91950607299805
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,440,3,37.820683,-47.19733047485352,-49.19586944580078,pfsa,4,0.01,32.880035400390625
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,450,3,37.81802,-47.17186737060547,-49.17026138305664,pfsa,4,0.01,36.521461486816406
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,460,3,37.822662,-47.15557098388672,-49.15374374389648,pfsa,4,0.01,36.67822647094727
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,470,3,37.828857,-47.14487838745117,-49.14506912231445,pfsa,4,0.01,38.1938362121582
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,480,3,37.84046,-47.13514709472656,-49.14289855957031,pfsa,4,0.01,37.76477813720703
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,490,3,37.8519,-47.13139724731445,-49.1545295715332,pfsa,4,0.01,31.62061882019043
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,500,4,37.87129,-47.14068603515625,-49.18083572387695,pfsa,4,0.01,36.88057708740234
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,510,4,37.888306,-47.15936279296875,-49.22369384765625,pfsa,4,0.01,35.14467239379883
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,520,4,37.89846,-47.16654968261719,-49.24528503417969,pfsa,4,0.01,36.10581588745117
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,530,4,37.887753,-47.13008499145508,-49.20737457275391,pfsa,4,0.01,33.57961654663086
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,540,4,37.890297,-47.10891342163086,-49.19009780883789,pfsa,4,0.01,37.37113952636719
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,550,4,37.904953,-47.09833908081055,-49.1793212890625,pfsa,4,0.01,32.106632232666016
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,560,4,37.932053,-47.10771560668945,-49.19086837768555,pfsa,4,0.01,35.6070442199707
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,570,4,37.941555,-47.105464935302734,-49.19493865966797,pfsa,4,0.01,35.887046813964844
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,580,4,37.95158,-47.09976196289063,-49.18841171264648,pfsa,4,0.01,37.91619491577149
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,590,4,37.94271,-47.08302307128906,-49.18600845336914,pfsa,4,0.01,34.991912841796875
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,600,4,37.935474,-47.06354522705078,-49.1744499206543,pfsa,4,0.01,36.69271087646485
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,610,4,37.933266,-47.0453987121582,-49.154422760009766,pfsa,4,0.01,36.334754943847656
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,620,4,37.947144,-47.044551849365234,-49.161163330078125,pfsa,4,0.01,34.58864974975586
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,630,5,37.957302,-47.053184509277344,-49.19352722167969,pfsa,4,0.01,38.000587463378906
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,640,5,37.9729,-47.06648635864258,-49.22445297241211,pfsa,4,0.01,37.57373809814453
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,650,5,37.983646,-47.06536483764648,-49.23267364501953,pfsa,4,0.01,34.326560974121094
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,660,5,37.98646,-47.0596923828125,-49.23426818847656,pfsa,4,0.01,31.371728897094727
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,670,5,37.980865,-47.03118133544922,-49.20024871826172,pfsa,4,0.01,37.310150146484375
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,680,5,37.99083,-47.02241134643555,-49.191368103027344,pfsa,4,0.01,33.12845993041992
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,690,5,38.001633,-47.02466583251953,-49.204776763916016,pfsa,4,0.01,30.087921142578125
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,700,5,38.014103,-47.03318786621094,-49.22628021240234,pfsa,4,0.01,32.21727752685547
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,710,5,38.02983,-47.03571319580078,-49.23366165161133,pfsa,4,0.01,35.86231994628906
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,720,5,38.0362,-47.03200149536133,-49.234405517578125,pfsa,4,0.01,33.248802185058594
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,730,5,38.029427,-47.01308822631836,-49.215457916259766,pfsa,4,0.01,37.526466369628906
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,740,5,38.041645,-47.00787734985352,-49.20763397216797,pfsa,4,0.01,36.63884735107422
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,750,6,38.0656,-47.017459869384766,-49.21828079223633,pfsa,4,0.01,35.55377197265625
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,760,6,38.07851,-47.01811218261719,-49.221290588378906,pfsa,4,0.01,37.95311737060547
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,770,6,38.07561,-47.00608444213867,-49.21257781982422,pfsa,4,0.01,34.861846923828125
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,780,6,38.066406,-46.98932266235352,-49.20454025268555,pfsa,4,0.01,34.93146514892578
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,790,6,38.08077,-46.99304962158203,-49.21865463256836,pfsa,4,0.01,36.95006942749024
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,800,6,38.117523,-47.0257453918457,-49.26221084594727,pfsa,4,0.01,35.203948974609375
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,810,6,38.10985,-47.0111198425293,-49.256446838378906,pfsa,4,0.01,36.223541259765625
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,820,6,38.10411,-46.99953842163086,-49.25665283203125,pfsa,4,0.01,37.50355911254883
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,830,6,38.117725,-47.015899658203125,-49.28965759277344,pfsa,4,0.01,31.946516036987305
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,840,6,38.128807,-47.01819610595703,-49.29973983764648,pfsa,4,0.01,36.92063903808594
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,850,6,38.123028,-46.99113082885742,-49.265228271484375,pfsa,4,0.01,34.55875396728516
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,860,6,38.11954,-46.97039413452149,-49.237064361572266,pfsa,4,0.01,33.102237701416016
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,870,6,38.12716,-46.9697380065918,-49.23797225952149,pfsa,4,0.01,36.245361328125
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,880,7,38.12884,-46.96258163452149,-49.23617935180664,pfsa,4,0.01,36.22322845458984
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,890,7,38.138393,-46.9694938659668,-49.25495147705078,pfsa,4,0.01,31.177021026611328
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,900,7,38.149563,-46.97882080078125,-49.27748489379883,pfsa,4,0.01,38.67111206054688
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,910,7,38.155285,-46.97142791748047,-49.27207946777344,pfsa,4,0.01,35.59196472167969
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,920,7,38.163757,-46.97186279296875,-49.27606964111328,pfsa,4,0.01,39.05534744262695
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,930,7,38.179848,-46.9827880859375,-49.28991317749024,pfsa,4,0.01,33.55418014526367
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,940,7,38.188065,-46.983646392822266,-49.2965087890625,pfsa,4,0.01,36.52189254760742
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,950,7,38.19853,-46.97666549682617,-49.29153060913086,pfsa,4,0.01,37.96113204956055
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,960,7,38.218136,-46.98474884033203,-49.29997253417969,pfsa,4,0.01,35.229209899902344
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,970,7,38.222435,-46.98397064208984,-49.308250427246094,pfsa,4,0.01,35.48703384399414
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,980,7,38.21326,-46.96932220458984,-49.303253173828125,pfsa,4,0.01,34.742122650146484
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,990,7,38.20265,-46.94793319702149,-49.2800178527832,pfsa,4,0.01,32.680908203125
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1000,8,38.19824,-46.93520736694336,-49.26171112060547,pfsa,4,0.01,30.75563621520996
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1010,8,38.206818,-46.93050765991211,-49.25421905517578,pfsa,4,0.01,34.78699493408203
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1020,8,38.217896,-46.93426132202149,-49.262794494628906,pfsa,4,0.01,40.08544158935547
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1030,8,38.22737,-46.93650817871094,-49.27251052856445,pfsa,4,0.01,38.93108367919922
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1040,8,38.238876,-46.9410285949707,-49.28432846069336,pfsa,4,0.01,37.6035270690918
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1050,8,38.24937,-46.94950866699219,-49.305625915527344,pfsa,4,0.01,37.58760070800781
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1060,8,38.26295,-46.95845031738281,-49.32482147216797,pfsa,4,0.01,31.88806915283203
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1070,8,38.260044,-46.949440002441406,-49.318336486816406,pfsa,4,0.01,35.085140228271484
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1080,8,38.255898,-46.940574645996094,-49.31337356567383,pfsa,4,0.01,34.047245025634766
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1090,8,38.25849,-46.93877410888672,-49.3169059753418,pfsa,4,0.01,32.15712356567383
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1100,8,38.258614,-46.92546081542969,-49.29988098144531,pfsa,4,0.01,34.7077751159668
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1110,8,38.26313,-46.91483688354492,-49.282493591308594,pfsa,4,0.01,32.56111526489258
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1120,8,38.273396,-46.91850662231445,-49.2889518737793,pfsa,4,0.01,37.59490966796875
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1130,9,38.287434,-46.929569244384766,-49.31167221069336,pfsa,4,0.01,38.70294189453125
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1140,9,38.308556,-46.95270156860352,-49.34698867797852,pfsa,4,0.01,35.74562454223633
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1150,9,38.31057,-46.94572067260742,-49.33853149414063,pfsa,4,0.01,36.487701416015625
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1160,9,38.317253,-46.94303894042969,-49.33608627319336,pfsa,4,0.01,35.3720703125
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1170,9,38.319557,-46.94032669067383,-49.34360122680664,pfsa,4,0.01,35.08411407470703
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1180,9,38.32792,-46.94203567504883,-49.35734558105469,pfsa,4,0.01,33.310340881347656
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1190,9,38.34407,-46.95109558105469,-49.37238311767578,pfsa,4,0.01,38.38540649414063
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1200,9,38.352833,-46.953704833984375,-49.38167572021485,pfsa,4,0.01,36.92036437988281
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1210,9,38.35123,-46.942020416259766,-49.37056350708008,pfsa,4,0.01,33.216766357421875
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1220,9,38.340996,-46.92350769042969,-49.35317611694336,pfsa,4,0.01,34.66001510620117
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1230,9,38.34855,-46.91640090942383,-49.34033966064453,pfsa,4,0.01,35.48722076416016
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1240,9,38.35368,-46.91692733764648,-49.344234466552734,pfsa,4,0.01,31.894716262817383
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1250,10,38.34975,-46.903934478759766,-49.32612991333008,pfsa,4,0.01,36.18386459350586
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1260,10,38.347824,-46.89772415161133,-49.32271194458008,pfsa,4,0.01,37.206050872802734
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1270,10,38.355602,-46.90715789794922,-49.34701156616211,pfsa,4,0.01,38.99504470825195
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1280,10,38.365864,-46.91107177734375,-49.358436584472656,pfsa,4,0.01,32.31205749511719
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1290,10,38.367065,-46.89183807373047,-49.33130645751953,pfsa,4,0.01,38.68180465698242
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1300,10,38.387974,-46.89787292480469,-49.33760070800781,pfsa,4,0.01,34.07819366455078
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1310,10,38.397392,-46.906063079833984,-49.35729217529297,pfsa,4,0.01,35.781471252441406
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1320,10,38.41027,-46.917598724365234,-49.38214111328125,pfsa,4,0.01,36.62433624267578
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1330,10,38.41028,-46.91455841064453,-49.39142227172852,pfsa,4,0.01,37.69451904296875
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1340,10,38.427055,-46.92279815673828,-49.40755462646485,pfsa,4,0.01,40.045501708984375
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1350,10,38.43515,-46.91462707519531,-49.396366119384766,pfsa,4,0.01,38.20781707763672
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1360,10,38.437836,-46.90998077392578,-49.39462661743164,pfsa,4,0.01,34.52263641357422
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1370,10,38.42153,-46.887638092041016,-49.36964416503906,pfsa,4,0.01,36.11027526855469
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,1374,10,38.42432,-46.887813568115234,-49.3677864074707,pfsa,4,0.01,35.50994873046875
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,0,0,41.04963,-53.91836929321289,-54.547325134277344,pfsa,1,0.001,35.39220428466797
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,10,0,40.99275,-53.832550048828125,-54.46349334716797,pfsa,1,0.001,45.00027084350586
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,20,0,40.934967,-53.74723815917969,-54.37983322143555,pfsa,1,0.001,48.16844940185547
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,30,0,40.873894,-53.65795516967773,-54.29223251342773,pfsa,1,0.001,35.25883865356445
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,40,0,40.81591,-53.573387145996094,-54.20921325683594,pfsa,1,0.001,48.00408935546875
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,50,0,40.75885,-53.489070892333984,-54.12631607055664,pfsa,1,0.001,36.70824432373047
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,60,0,40.702106,-53.40542221069336,-54.04437255859375,pfsa,1,0.001,36.64346694946289
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,70,0,40.647377,-53.32449722290039,-53.96525955200195,pfsa,1,0.001,39.68254470825195
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,80,0,40.591644,-53.24103927612305,-53.88407897949219,pfsa,1,0.001,41.365142822265625
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,90,0,40.540405,-53.16436767578125,-53.80942153930664,pfsa,1,0.001,33.145057678222656
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,100,0,40.489025,-53.0867805480957,-53.73429870605469,pfsa,1,0.001,47.58234405517578
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,110,0,40.438,-53.01043319702149,-53.65982437133789,pfsa,1,0.001,45.720985412597656
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,120,0,40.387085,-52.9333381652832,-53.584617614746094,pfsa,1,0.001,39.572383880615234
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,130,0,40.337673,-52.85799789428711,-53.51118087768555,pfsa,1,0.001,39.43516540527344
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,140,0,40.291866,-52.78794860839844,-53.44313430786133,pfsa,1,0.001,36.176536560058594
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,150,0,40.246334,-52.7182731628418,-53.3756103515625,pfsa,1,0.001,43.797733306884766
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,160,0,40.200806,-52.647979736328125,-53.30768203735352,pfsa,1,0.001,38.9420166015625
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,170,0,40.156193,-52.57872772216797,-53.24136734008789,pfsa,1,0.001,42.612701416015625
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,180,0,40.11351,-52.51373291015625,-53.17859649658203,pfsa,1,0.001,40.69859313964844
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,190,0,40.07098,-52.44954299926758,-53.11614608764648,pfsa,1,0.001,36.05670547485352
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,200,0,40.02899,-52.386966705322266,-53.055213928222656,pfsa,1,0.001,36.08097839355469
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,210,0,39.989212,-52.32716369628906,-52.997161865234375,pfsa,1,0.001,44.06919097900391
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,220,0,39.94984,-52.26865005493164,-52.93987655639648,pfsa,1,0.001,44.02132415771485
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,230,0,39.910294,-52.210243225097656,-52.882545471191406,pfsa,1,0.001,32.93794250488281
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,240,0,39.87297,-52.15494537353516,-52.8282356262207,pfsa,1,0.001,33.002174377441406
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,250,0,39.8379,-52.10092926025391,-52.77573394775391,pfsa,1,0.001,37.70001602172852
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,260,0,39.802177,-52.04584884643555,-52.7225456237793,pfsa,1,0.001,45.01813125610352
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,270,0,39.767197,-51.99261093139648,-52.670928955078125,pfsa,1,0.001,46.535301208496094
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,280,0,39.732113,-51.93848419189453,-52.618751525878906,pfsa,1,0.001,38.586952209472656
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,290,0,39.69619,-51.881866455078125,-52.56461715698242,pfsa,1,0.001,39.12850570678711
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,300,0,39.66304,-51.82815933227539,-52.51324081420898,pfsa,1,0.001,44.92510986328125
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,310,0,39.629433,-51.773868560791016,-52.46126937866211,pfsa,1,0.001,40.548927307128906
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,320,0,39.597298,-51.72385025024414,-52.413047790527344,pfsa,1,0.001,34.698974609375
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,330,0,39.566246,-51.6754264831543,-52.36674880981445,pfsa,1,0.001,43.25211334228516
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,340,0,39.53543,-51.627403259277344,-52.320743560791016,pfsa,1,0.001,41.20261764526367
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,350,0,39.50421,-51.57688903808594,-52.272605895996094,pfsa,1,0.001,40.05451583862305
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,360,0,39.473717,-51.52780151367188,-52.22573471069336,pfsa,1,0.001,42.636260986328125
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,370,0,39.44255,-51.47818756103516,-52.17845153808594,pfsa,1,0.001,36.95718002319336
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,380,0,39.412678,-51.43081665039063,-52.13345336914063,pfsa,1,0.001,39.91831970214844
04,04,4,1,4,LSA,04.04.SL.4.1.4_LSA,390,0,39.382553,-51.3823356628418,-52.087703704833984,pfsa,1,0.001,38.44878387451172
